,map_trx_state,map__trx_dist,map_trx_years,map_trx_qtr,map_trx_amount,map_trx_count
2326,madhya pradesh,hoshangabad ,2023,2,20327799783.0,12933700
2327,madhya pradesh,vidisha ,2023,2,20267662231.0,12032535
2328,madhya pradesh,balaghat ,2023,2,20202541461.0,13529037
2329,madhya pradesh,ngrauli ,2023,2,19848155468.0,14469817
2330,madhya pradesh,betul ,2023,2,18471881890.0,13026175
2331,madhya pradesh,hi ,2023,2,12772051930.0,8014311
2332,madhya pradesh,atia ,2023,2,8694596521.0,4835555
2333,madhya pradesh,ewas ,2023,2,33309353948.0,22398163
2334,madhya pradesh,heopur ,2023,2,6096923395.0,3376585
2335,madhya pradesh,neemuch ,2023,2,14553031730.0,8882314
2336,madhya pradesh,aisen ,2023,2,21120817357.0,14772187
2337,madhya pradesh,mandsaur ,2023,2,23263341441.0,14328054
2338,madhya pradesh,barwani ,2023,2,12865387100.0,8733872
2339,madhya pradesh,katni ,2023,2,13841697027.0,9309198
2340,madhya pradesh,ndori ,2023,2,4476124554.0,3150072
2341,madhya pradesh,hivpuri ,2023,2,18804002020.0,11945643
2342,madhya pradesh,gwalior ,2023,2,57528982641.0,37274900
2343,madhya pradesh,anuppur ,2023,2,7274177404.0,5812115
2344,madhya pradesh,agar malwa ,2023,2,10211660013.0,6556962
2345,madhya pradesh,ashoknagar ,2023,2,8531243843.0,5389942
2346,madhya pradesh,agar ,2023,2,28198548692.0,18388702
2347,madhya pradesh,niwari ,2023,2,3194991117.0,2213184
2348,madhya pradesh,ewa ,2023,2,32186209412.0,20065798
2349,madhya pradesh,hajapur ,2023,2,16674703111.0,10590494
2350,madhya pradesh,ujjain ,2023,2,46609017169.0,30837675
2351,madhya pradesh,bhind ,2023,2,16700023853.0,9363112
2352,madhya pradesh,kamgarh ,2023,2,7630069079.0,5829261
2353,madhya pradesh,eoni ,2023,2,17006571666.0,10810911
2354,madhya pradesh,harda ,2023,2,8831497569.0,4972958
2355,madhya pradesh,burhanpur ,2023,2,9294831065.0,6429644
2356,madhya pradesh,amoh ,2023,2,10076429047.0,6240346
2357,madhya pradesh,bhopal ,2023,2,112080830923.0,101329806
2358,madhya pradesh,jhabua ,2023,2,8100602241.0,4953992
2359,madhya pradesh,har ,2023,2,36996250233.0,26679875
2360,madhya pradesh,guna ,2023,2,18248026141.0,12090512
2361,madhya pradesh,east nimar ,2023,2,16128137001.0,11954422
2362,madhya pradesh,hhindwara ,2023,2,28324665903.0,20020454
2363,madhya pradesh,umaria ,2023,2,5326154622.0,4062198
2364,madhya pradesh,mandla ,2023,2,8075464610.0,5342369
2365,madhya pradesh,ndore ,2023,2,167783471243.0,142167846
2366,madhya pradesh,hahdol ,2023,2,13105756249.0,9769820
2367,madhya pradesh,atlam ,2023,2,25581072044.0,15441252
2368,madhya pradesh,panna ,2023,2,8158604151.0,4978175
2369,madhya pradesh,hhatarpur ,2023,2,17514926481.0,11501905
2370,madhya pradesh,morena ,2022,4,12185325528.57468,6018009
2371,madhya pradesh,alirajpur ,2022,4,1714745171.1511986,961033
2372,madhya pradesh,ehore ,2022,4,14782454158.19041,9468901
2373,madhya pradesh,ajgarh ,2022,4,14165273209.469738,8258651
2374,madhya pradesh,khargone ,2022,4,13676102777.080872,7835996
2375,madhya pradesh,atna ,2022,4,14047178840.179514,8834193
2376,madhya pradesh,narsinghpur ,2022,4,7466632025.647694,4307879
2377,madhya pradesh,jabalpur ,2022,4,26637455898.079094,17383664
2378,madhya pradesh,hoshangabad ,2022,4,11236164142.873428,6954459
2379,madhya pradesh,vidisha ,2022,4,9896531672.155006,6070752
2380,madhya pradesh,balaghat ,2022,4,12809279793.519384,8076760
2381,madhya pradesh,ngrauli ,2022,4,10537115299.833103,7130043
2382,madhya pradesh,betul ,2022,4,11204326326.766155,7428219
2383,madhya pradesh,hi ,2022,4,6223057250.970966,3677764
2384,madhya pradesh,atia ,2022,4,4316605275.113314,2235254
2385,madhya pradesh,ewas ,2022,4,18499556126.900196,11710945
2386,madhya pradesh,heopur ,2022,4,3433927096.209929,1791741
2387,madhya pradesh,neemuch ,2022,4,7535010026.308462,4114307
2388,madhya pradesh,aisen ,2022,4,10839929955.46895,7434383
2389,madhya pradesh,mandsaur ,2022,4,12134867749.286808,6753322
2390,madhya pradesh,barwani ,2022,4,6955270056.952803,3994550
2391,madhya pradesh,katni ,2022,4,7335619450.561115,4530405
2392,madhya pradesh,ndori ,2022,4,2439427130.524207,1464948
2393,madhya pradesh,hivpuri ,2022,4,10203335078.756794,5548238
2394,madhya pradesh,gwalior ,2022,4,35102831658.15674,21340912
2395,madhya pradesh,anuppur ,2022,4,3904240202.6273766,2827704
2396,madhya pradesh,agar malwa ,2022,4,5368024680.128058,3109971
2397,madhya pradesh,ashoknagar ,2022,4,4363776046.723473,2556356
2398,madhya pradesh,agar ,2022,4,14230277728.450665,8824474
2399,madhya pradesh,niwari ,2022,4,1659223401.2756696,1048567
2400,madhya pradesh,ewa ,2022,4,16813110581.034155,9898698
2401,madhya pradesh,hajapur ,2022,4,9184560947.622728,5422596
2402,madhya pradesh,ujjain ,2022,4,27113247453.133526,16707523
2403,madhya pradesh,bhind ,2022,4,8166910988.137739,4262493
2404,madhya pradesh,kamgarh ,2022,4,4487136972.452459,3096926
2405,madhya pradesh,eoni ,2022,4,9288422911.516825,5464198
2406,madhya pradesh,harda ,2022,4,4381920376.068309,2367397
2407,madhya pradesh,burhanpur ,2022,4,4916226292.122738,3094726
2408,madhya pradesh,amoh ,2022,4,6776421199.7889805,4223870
2409,madhya pradesh,bhopal ,2022,4,243653886996.0198,190199488
2410,madhya pradesh,jhabua ,2022,4,4405099020.207691,2469392
2411,madhya pradesh,har ,2022,4,20206456864.59485,13287245
2412,madhya pradesh,guna ,2022,4,9802963544.062296,6163569
2413,madhya pradesh,east nimar ,2022,4,8592415791.87511,5770316
2414,madhya pradesh,hhindwara ,2022,4,350638062974.8574,245710341
2415,madhya pradesh,umaria ,2022,4,2842781862.3472924,1954168
2416,madhya pradesh,mandla ,2022,4,4341952191.501655,2538024
2417,madhya pradesh,ndore ,2022,4,210881632372.97565,158576063
2418,madhya pradesh,hahdol ,2022,4,14780956554.066238,10700938
2419,madhya pradesh,atlam ,2022,4,13746333050.618015,7498598
2420,madhya pradesh,panna ,2022,4,3903628822.4956465,2209465
2421,madhya pradesh,hhatarpur ,2022,4,9172166022.913769,5519834
2422,madhya pradesh,morena ,2022,1,9415969484.468203,4279893
2423,madhya pradesh,alirajpur ,2022,1,1361990355.468534,623826
2424,madhya pradesh,ehore ,2022,1,12240349684.93433,7782311
2425,madhya pradesh,ajgarh ,2022,1,11950279299.224901,6852793
2426,madhya pradesh,khargone ,2022,1,11164906516.662949,5882191
2427,madhya pradesh,atna ,2022,1,11201065191.232088,5959975
2428,madhya pradesh,narsinghpur ,2022,1,6660032550.532135,3450508
2429,madhya pradesh,jabalpur ,2022,1,23727705882.803474,14198131
2430,madhya pradesh,hoshangabad ,2022,1,8166487653.562494,4978689
2431,madhya pradesh,vidisha ,2022,1,8192898968.5959835,5048959
2432,madhya pradesh,balaghat ,2022,1,10220279128.068228,5418739
2433,madhya pradesh,ngrauli ,2022,1,9581158761.949295,5324750
2434,madhya pradesh,betul ,2022,1,8585764570.494625,5242599
2435,madhya pradesh,hi ,2022,1,5497384684.101099,2630276
2436,madhya pradesh,atia ,2022,1,3314862682.4707184,1623377
2437,madhya pradesh,ewas ,2022,1,14573666819.387133,8873232
2438,madhya pradesh,heopur ,2022,1,2392801590.284674,1111291
2439,madhya pradesh,neemuch ,2022,1,6045853448.036171,3135245
2440,madhya pradesh,aisen ,2022,1,8576398167.66678,5782830
2441,madhya pradesh,mandsaur ,2022,1,9758545857.562168,5084917
2442,madhya pradesh,barwani ,2022,1,5738889223.990641,2942467
2443,madhya pradesh,katni ,2022,1,6115245027.187626,3425402
2444,madhya pradesh,ndori ,2022,1,2178200710.7588882,1108997
2445,madhya pradesh,hivpuri ,2022,1,8135033650.721508,4407500
2446,madhya pradesh,gwalior ,2022,1,27692015434.858017,15549106
2447,madhya pradesh,anuppur ,2022,1,3701936758.689854,2263667
2448,madhya pradesh,agar malwa ,2022,1,4457490708.999512,2241646
2449,madhya pradesh,ashoknagar ,2022,1,3607089308.100084,2386761
2450,madhya pradesh,agar ,2022,1,11999611899.066282,7000254
2451,madhya pradesh,niwari ,2022,1,1312980782.8749974,698302
2452,madhya pradesh,ewa ,2022,1,13988188476.3059,6925395
2453,madhya pradesh,hajapur ,2022,1,7133632284.901957,4089624
2454,madhya pradesh,ujjain ,2022,1,19317822240.98006,11174270
2455,madhya pradesh,bhind ,2022,1,6627624982.746059,3191338
2456,madhya pradesh,kamgarh ,2022,1,3313722889.524501,2146517
2457,madhya pradesh,eoni ,2022,1,7776610030.837168,4010669
2458,madhya pradesh,harda ,2022,1,3394808512.728143,1854570
2459,madhya pradesh,burhanpur ,2022,1,3860094714.524486,2342461
2460,madhya pradesh,amoh ,2022,1,4151432646.449275,2115948
2461,madhya pradesh,bhopal ,2022,1,221096758835.27954,159892411
2462,madhya pradesh,jhabua ,2022,1,3430325105.6724696,1628225
2463,madhya pradesh,har ,2022,1,16593117838.03894,10117283
2464,madhya pradesh,guna ,2022,1,8067958826.922112,5024607
2465,madhya pradesh,east nimar ,2022,1,6851582451.891875,4170972
2466,madhya pradesh,hhindwara ,2022,1,12667985167.901293,7709009
2467,madhya pradesh,umaria ,2022,1,2646527299.4278584,1518582
2468,madhya pradesh,mandla ,2022,1,3886984726.3384914,1993473
2469,madhya pradesh,ndore ,2022,1,117708333766.98831,82698834
2470,madhya pradesh,hahdol ,2022,1,6515900645.231527,3800096
2471,madhya pradesh,atlam ,2022,1,10989756673.039474,5644515
2472,madhya pradesh,panna ,2022,1,3276953685.5023165,1607145
2473,madhya pradesh,hhatarpur ,2022,1,6802122995.65275,3738480
2474,madhya pradesh,morena ,2022,3,10077083629.345127,5260254
2475,madhya pradesh,alirajpur ,2022,3,1423110710.719847,767087
2476,madhya pradesh,ehore ,2022,3,12815375203.387741,8802203
2477,madhya pradesh,ajgarh ,2022,3,11809230689.454653,7547865
2478,madhya pradesh,khargone ,2022,3,12256623797.284527,7193518
2479,madhya pradesh,atna ,2022,3,11772751753.08955,7465749
2480,madhya pradesh,narsinghpur ,2022,3,6530704889.56838,3985624
2481,madhya pradesh,jabalpur ,2022,3,26204520330.92041,17564654
2482,madhya pradesh,hoshangabad ,2022,3,9029973850.530903,5773164
2483,madhya pradesh,vidisha ,2022,3,8595832933.876108,5548689
2484,madhya pradesh,balaghat ,2022,3,10662410087.017487,6805252
2485,madhya pradesh,ngrauli ,2022,3,9597574837.16592,6267855
2486,madhya pradesh,betul ,2022,3,8284834383.156878,5583345
2487,madhya pradesh,hi ,2022,3,5365370424.195942,3032968
2488,madhya pradesh,atia ,2022,3,3578726247.5874605,1934190
2489,madhya pradesh,ewas ,2022,3,16145007712.632082,10823857
2490,madhya pradesh,heopur ,2022,3,2619892789.241873,1331410
2491,madhya pradesh,neemuch ,2022,3,6541908207.332567,3695990
2492,madhya pradesh,aisen ,2022,3,9432978561.626404,6941557
2493,madhya pradesh,mandsaur ,2022,3,10509305951.083754,6193098
2494,madhya pradesh,barwani ,2022,3,5994532031.315118,3479332
2495,madhya pradesh,katni ,2022,3,6280080299.804432,3880008
2496,madhya pradesh,ndori ,2022,3,2016100616.531231,1181160
2497,madhya pradesh,hivpuri ,2022,3,8579987357.593823,5133457
2498,madhya pradesh,gwalior ,2022,3,31696730031.83982,19510123
2499,madhya pradesh,anuppur ,2022,3,3560176144.36619,2537098
2500,madhya pradesh,agar malwa ,2022,3,4218852627.824485,2657396
2501,madhya pradesh,ashoknagar ,2022,3,3845051824.283202,2594364
2502,madhya pradesh,agar ,2022,3,12730465685.38528,8201733
2503,madhya pradesh,niwari ,2022,3,1400549096.9398146,914896
2504,madhya pradesh,ewa ,2022,3,14504856959.737143,8837903
2505,madhya pradesh,hajapur ,2022,3,8462893132.182105,5487202
2506,madhya pradesh,ujjain ,2022,3,21942517753.50229,14059587
2507,madhya pradesh,bhind ,2022,3,6656264526.9706,3676981
2508,madhya pradesh,kamgarh ,2022,3,3652020627.485542,2630402
2509,madhya pradesh,eoni ,2022,3,7190175893.784561,4334474
2510,madhya pradesh,harda ,2022,3,3559158048.8634205,2013493
2511,madhya pradesh,burhanpur ,2022,3,4327279250.325198,2692224
2512,madhya pradesh,amoh ,2022,3,4251644669.631302,2456188
2513,madhya pradesh,bhopal ,2022,3,194323899841.67703,156507125
2514,madhya pradesh,jhabua ,2022,3,3646257186.5034456,2007872
2515,madhya pradesh,har ,2022,3,18195974455.547993,12392412
2516,madhya pradesh,guna ,2022,3,8417500012.932472,5710607
2517,madhya pradesh,east nimar ,2022,3,7258261928.6512165,4997320
2518,madhya pradesh,hhindwara ,2022,3,236429180484.71173,169367916
2519,madhya pradesh,umaria ,2022,3,2469243169.757383,1635430
2520,madhya pradesh,mandla ,2022,3,3577880638.576026,2093752
2521,madhya pradesh,ndore ,2022,3,181342408308.11453,140075797
2522,madhya pradesh,hahdol ,2022,3,6225386697.111628,4233669
2523,madhya pradesh,atlam ,2022,3,11673995695.080849,6776803
2524,madhya pradesh,panna ,2022,3,3448041867.7722807,1937883
2525,madhya pradesh,hhatarpur ,2022,3,7777910395.649037,4726623
2526,madhya pradesh,morena ,2022,2,11218828460.581436,5052395
2527,madhya pradesh,alirajpur ,2022,2,1643004173.6811128,741722
2528,madhya pradesh,ehore ,2022,2,14417789308.97055,8725327
2529,madhya pradesh,ajgarh ,2022,2,14004886385.46991,7515718
2530,madhya pradesh,khargone ,2022,2,12886714565.725225,6825601
2531,madhya pradesh,atna ,2022,2,13254820017.454891,7167622
2532,madhya pradesh,narsinghpur ,2022,2,7353910042.161524,3861381
2533,madhya pradesh,jabalpur ,2022,2,27629576719.430843,16889784
2534,madhya pradesh,hoshangabad ,2022,2,10053185759.48521,5702721
2535,madhya pradesh,vidisha ,2022,2,10881573343.589922,5835020
2536,madhya pradesh,balaghat ,2022,2,12164206967.630133,6274811
2537,madhya pradesh,ngrauli ,2022,2,10592707869.762318,6061648
2538,madhya pradesh,betul ,2022,2,9738809872.39219,6083125
2539,madhya pradesh,hi ,2022,2,6489160426.120863,3138313
2540,madhya pradesh,atia ,2022,2,4062114579.7836947,1907668
2541,madhya pradesh,ewas ,2022,2,16816037627.773096,9969749
2542,madhya pradesh,heopur ,2022,2,2833575583.8865128,1267204
2543,madhya pradesh,neemuch ,2022,2,6973962580.428488,3622753
2544,madhya pradesh,aisen ,2022,2,10605943196.963034,6595826
2545,madhya pradesh,mandsaur ,2022,2,11272287759.642832,5907841
2546,madhya pradesh,barwani ,2022,2,6470195552.722945,3403189
2547,madhya pradesh,katni ,2022,2,7086294132.447545,3980447
2548,madhya pradesh,ndori ,2022,2,2562152772.8835917,1331068
2549,madhya pradesh,hivpuri ,2022,2,9374775387.935604,4705328
2550,madhya pradesh,gwalior ,2022,2,32093579424.108437,18027874
2551,madhya pradesh,anuppur ,2022,2,4038924201.302706,2527025
2552,madhya pradesh,agar malwa ,2022,2,5033650547.856413,2583387
2553,madhya pradesh,ashoknagar ,2022,2,4430089668.437273,2397073
2554,madhya pradesh,agar ,2022,2,14474214502.894798,8012024
2555,madhya pradesh,niwari ,2022,2,1558193371.0349913,831753
2556,madhya pradesh,ewa ,2022,2,16928268530.619324,8417985
2557,madhya pradesh,hajapur ,2022,2,8239146293.064339,4545672
2558,madhya pradesh,ujjain ,2022,2,22270090166.47255,12860422
2559,madhya pradesh,bhind ,2022,2,8235562332.788057,3840035
2560,madhya pradesh,kamgarh ,2022,2,3986038423.0398536,2479819
2561,madhya pradesh,eoni ,2022,2,8990477923.36728,4641445
2562,madhya pradesh,harda ,2022,2,4545798793.732012,2183160
2563,madhya pradesh,burhanpur ,2022,2,4755072699.682998,2800782
2564,madhya pradesh,amoh ,2022,2,4971009992.101388,2386399
2565,madhya pradesh,bhopal ,2022,2,255910395858.5839,185588829
2566,madhya pradesh,jhabua ,2022,2,4011628948.498212,1902514
2567,madhya pradesh,har ,2022,2,18840900182.771637,11567048
2568,madhya pradesh,guna ,2022,2,10054609603.635632,5462521
2569,madhya pradesh,east nimar ,2022,2,8133437422.023809,4998662
2570,madhya pradesh,hhindwara ,2022,2,14596356954.002365,8962440
2571,madhya pradesh,umaria ,2022,2,2941128214.9999104,1751405
2572,madhya pradesh,mandla ,2022,2,4539173121.680037,2320430
2573,madhya pradesh,ndore ,2022,2,130634964642.79422,94002709
2574,madhya pradesh,hahdol ,2022,2,7197969840.250766,4313966
2575,madhya pradesh,atlam ,2022,2,12568296325.552877,6580216
2576,madhya pradesh,panna ,2022,2,4125136528.0444365,1940092
2577,madhya pradesh,hhatarpur ,2022,2,8534109728.323781,4407881
2578,madhya pradesh,morena ,2020,4,3953477371.0844607,1558956
2579,madhya pradesh,alirajpur ,2020,4,424965978.9104811,218291
2580,madhya pradesh,ehore ,2020,4,6071266571.198605,3633263
2581,madhya pradesh,ajgarh ,2020,4,4772213369.075053,2246137
2582,madhya pradesh,khargone ,2020,4,4494479655.685021,2316421
2583,madhya pradesh,atna ,2020,4,4730850081.038763,2441893
2584,madhya pradesh,narsinghpur ,2020,4,3012480790.481521,1564453
2585,madhya pradesh,jabalpur ,2020,4,9769636688.245636,5245511
2586,madhya pradesh,hoshangabad ,2020,4,3611030904.960101,2019683
2587,madhya pradesh,vidisha ,2020,4,3935091664.6853313,2048942
2588,madhya pradesh,balaghat ,2020,4,4327237253.639404,2264084
2589,madhya pradesh,ngrauli ,2020,4,4532106287.064731,2307583
2590,madhya pradesh,betul ,2020,4,4155886908.7823052,2338983
2591,madhya pradesh,hi ,2020,4,2364979330.568928,1056459
2592,madhya pradesh,atia ,2020,4,1444388557.2025342,610567
2593,madhya pradesh,ewas ,2020,4,6453013619.067839,3659099
2594,madhya pradesh,heopur ,2020,4,952730306.344766,426813
2595,madhya pradesh,neemuch ,2020,4,2294476553.4443235,1138127
2596,madhya pradesh,aisen ,2020,4,3795545559.4399776,2354383
2597,madhya pradesh,mandsaur ,2020,4,3599293908.404353,1702849
2598,madhya pradesh,barwani ,2020,4,1900039062.7421885,942429
2599,madhya pradesh,katni ,2020,4,2477741226.3747687,1313363
2600,madhya pradesh,ndori ,2020,4,1044878188.248591,507945
2601,madhya pradesh,hivpuri ,2020,4,3314285091.4967794,1338636
2602,madhya pradesh,gwalior ,2020,4,12129267094.949297,6115831
2603,madhya pradesh,anuppur ,2020,4,1811583633.9311845,968828
2604,madhya pradesh,agar malwa ,2020,4,1634982482.057491,687422
2605,madhya pradesh,ashoknagar ,2020,4,1488084429.997281,668278
2606,madhya pradesh,agar ,2020,4,5341735254.358236,2882971
2607,madhya pradesh,niwari ,2020,4,587169247.896822,263987
2608,madhya pradesh,ewa ,2020,4,6440539078.097477,3045335
2609,madhya pradesh,hajapur ,2020,4,3122785610.328477,1557727
2610,madhya pradesh,ujjain ,2020,4,7849328204.967745,4280284
2611,madhya pradesh,bhind ,2020,4,3148511019.9693475,1375781
2612,madhya pradesh,kamgarh ,2020,4,1420798584.005221,689996
2613,madhya pradesh,eoni ,2020,4,3105941827.2872486,1518741
2614,madhya pradesh,harda ,2020,4,1358337158.1672018,745011
2615,madhya pradesh,burhanpur ,2020,4,1468116825.198771,835693
2616,madhya pradesh,amoh ,2020,4,1648755982.6143954,795381
2617,madhya pradesh,bhopal ,2020,4,67905952477.88091,38492334
2618,madhya pradesh,jhabua ,2020,4,1047606013.2590923,526191
2619,madhya pradesh,har ,2020,4,6450900581.257767,3833814
2620,madhya pradesh,guna ,2020,4,3557970760.124153,1650908
2621,madhya pradesh,east nimar ,2020,4,2763633316.014061,1569591
2622,madhya pradesh,hhindwara ,2020,4,5890642613.695305,3170211
2623,madhya pradesh,umaria ,2020,4,1162284635.422002,610841
2624,madhya pradesh,mandla ,2020,4,1577936333.7968326,834886
2625,madhya pradesh,ndore ,2020,4,42359214660.836296,25715586
2626,madhya pradesh,hahdol ,2020,4,2800510419.8428364,1463780
2627,madhya pradesh,atlam ,2020,4,4568608001.31349,2168894
2628,madhya pradesh,panna ,2020,4,1391244910.903994,643236
2629,madhya pradesh,hhatarpur ,2020,4,2810603686.0107274,1286133
2630,madhya pradesh,morena ,2020,1,1487773913.3226943,677107
2631,madhya pradesh,alirajpur ,2020,1,139222795.20558116,80878
2632,madhya pradesh,ehore ,2020,1,2672516076.599974,1747508
2633,madhya pradesh,ajgarh ,2020,1,1931180320.955352,1003150
2634,madhya pradesh,khargone ,2020,1,1574505862.423655,881158
2635,madhya pradesh,atna ,2020,1,1784631427.1661167,1054696
2636,madhya pradesh,narsinghpur ,2020,1,1184472226.2186055,688918
2637,madhya pradesh,jabalpur ,2020,1,5963024021.3977585,3486010
2638,madhya pradesh,hoshangabad ,2020,1,1373162855.0037787,828769
2639,madhya pradesh,vidisha ,2020,1,1432345729.8413827,924103
2640,madhya pradesh,balaghat ,2020,1,1537219792.9224663,906061
2641,madhya pradesh,ngrauli ,2020,1,1813855141.3835425,1021478
2642,madhya pradesh,betul ,2020,1,1505930532.973516,945162
2643,madhya pradesh,hi ,2020,1,920320721.1366475,446051
2644,madhya pradesh,atia ,2020,1,526142245.71179307,268264
2645,madhya pradesh,ewas ,2020,1,2464387871.393967,1550696
2646,madhya pradesh,heopur ,2020,1,352706798.3802645,184458
2647,madhya pradesh,neemuch ,2020,1,886080840.6231391,531047
2648,madhya pradesh,aisen ,2020,1,1549085424.333671,1032990
2649,madhya pradesh,mandsaur ,2020,1,1375833119.4837801,807793
2650,madhya pradesh,barwani ,2020,1,604870938.0003757,325006
2651,madhya pradesh,katni ,2020,1,943799882.3973982,556365
2652,madhya pradesh,ndori ,2020,1,396788718.2048433,214866
2653,madhya pradesh,hivpuri ,2020,1,1103063094.0643337,550319
2654,madhya pradesh,gwalior ,2020,1,4742983278.610157,2793829
2655,madhya pradesh,anuppur ,2020,1,724569321.1941388,418000
2656,madhya pradesh,agar malwa ,2020,1,625620488.0107846,311735
2657,madhya pradesh,ashoknagar ,2020,1,528607935.5618244,277647
2658,madhya pradesh,agar ,2020,1,2082416999.9919271,1331074
2659,madhya pradesh,niwari ,2020,1,217310730.4519447,121988
2660,madhya pradesh,ewa ,2020,1,2622020903.5922184,1358528
2661,madhya pradesh,hajapur ,2020,1,1213374763.6922693,669470
2662,madhya pradesh,ujjain ,2020,1,2984071094.5180407,1956388
2663,madhya pradesh,bhind ,2020,1,1134766386.7772534,576145
2664,madhya pradesh,kamgarh ,2020,1,526334043.8341253,303500
2665,madhya pradesh,eoni ,2020,1,1242759290.232771,673872
2666,madhya pradesh,harda ,2020,1,488993407.85521567,286337
2667,madhya pradesh,burhanpur ,2020,1,470435916.82675624,290428
2668,madhya pradesh,amoh ,2020,1,643762443.1742475,356009
2669,madhya pradesh,bhopal ,2020,1,26955303213.752167,18872294
2670,madhya pradesh,jhabua ,2020,1,335602062.4116914,185141
2671,madhya pradesh,har ,2020,1,2336164021.151242,1500274
2672,madhya pradesh,guna ,2020,1,1318350475.4830964,712143
2673,madhya pradesh,east nimar ,2020,1,985252866.00711,631279
2674,madhya pradesh,hhindwara ,2020,1,2660677487.577834,1550995
2675,madhya pradesh,umaria ,2020,1,456166379.53994095,253659
2676,madhya pradesh,mandla ,2020,1,557993549.7228283,346631
2677,madhya pradesh,ndore ,2020,1,30491290764.19948,20249473
2678,madhya pradesh,hahdol ,2020,1,1534787163.9351387,761513
2679,madhya pradesh,atlam ,2020,1,1772832178.3580215,1004214
2680,madhya pradesh,panna ,2020,1,502772844.44764346,272659
2681,madhya pradesh,hhatarpur ,2020,1,1059141076.1447953,588668
2682,madhya pradesh,morena ,2020,3,2513158393.7834206,1099715
2683,madhya pradesh,alirajpur ,2020,3,315733167.6023681,161857
2684,madhya pradesh,ehore ,2020,3,4197137117.0135603,2512141
2685,madhya pradesh,ajgarh ,2020,3,3377561392.8752184,1602252
2686,madhya pradesh,khargone ,2020,3,3022308238.455488,1565121
2687,madhya pradesh,atna ,2020,3,2978185557.314616,1679598
2688,madhya pradesh,narsinghpur ,2020,3,1966793014.8668842,1085273
2689,madhya pradesh,jabalpur ,2020,3,6733555697.65695,3568035
2690,madhya pradesh,hoshangabad ,2020,3,2338006892.4798374,1307021
2691,madhya pradesh,vidisha ,2020,3,2699925269.6631885,1426125
2692,madhya pradesh,balaghat ,2020,3,2772263232.7115154,1530617
2693,madhya pradesh,ngrauli ,2020,3,3159908500.4134684,1641125
2694,madhya pradesh,betul ,2020,3,2736945398.3651123,1615774
2695,madhya pradesh,hi ,2020,3,1582656775.540965,746341
2696,madhya pradesh,atia ,2020,3,971355519.2469969,436118
2697,madhya pradesh,ewas ,2020,3,4394184455.067969,2498225
2698,madhya pradesh,heopur ,2020,3,657392233.1006646,310991
2699,madhya pradesh,neemuch ,2020,3,1532695172.0352588,806043
2700,madhya pradesh,aisen ,2020,3,2628295544.8023915,1624365
2701,madhya pradesh,mandsaur ,2020,3,2435251645.050977,1213750
2702,madhya pradesh,barwani ,2020,3,1216096421.4877262,615021
2703,madhya pradesh,katni ,2020,3,1601344230.3695135,902355
2704,madhya pradesh,ndori ,2020,3,759222383.9067988,362774
2705,madhya pradesh,hivpuri ,2020,3,2176411286.46308,918103
2706,madhya pradesh,gwalior ,2020,3,7817520356.40003,3978884
2707,madhya pradesh,anuppur ,2020,3,1208285677.2640462,664283
2708,madhya pradesh,agar malwa ,2020,3,1136830442.3464022,488774
2709,madhya pradesh,ashoknagar ,2020,3,1045446572.5930719,482485
2710,madhya pradesh,agar ,2020,3,3708622884.307446,2022389
2711,madhya pradesh,niwari ,2020,3,392982412.9041935,193815
2712,madhya pradesh,ewa ,2020,3,3959365505.5119104,2086383
2713,madhya pradesh,hajapur ,2020,3,2192556605.5590897,1095702
2714,madhya pradesh,ujjain ,2020,3,5297389626.97533,2921971
2715,madhya pradesh,bhind ,2020,3,2048190964.4234414,979454
2716,madhya pradesh,kamgarh ,2020,3,959433739.9285225,491496
2717,madhya pradesh,eoni ,2020,3,2089162276.3583918,1053694
2718,madhya pradesh,harda ,2020,3,931935805.3629215,500606
2719,madhya pradesh,burhanpur ,2020,3,1021350623.0124195,572555
2720,madhya pradesh,amoh ,2020,3,1143180966.9786525,570162
2721,madhya pradesh,bhopal ,2020,3,57525605025.512215,29560361
2722,madhya pradesh,jhabua ,2020,3,726655151.9990163,373102
2723,madhya pradesh,har ,2020,3,4260243322.8625326,2527639
2724,madhya pradesh,guna ,2020,3,2443104469.436231,1133377
2725,madhya pradesh,east nimar ,2020,3,1837941946.6685963,1094471
2726,madhya pradesh,hhindwara ,2020,3,3726188140.6403146,2113701
2727,madhya pradesh,umaria ,2020,3,769775751.4985476,421809
2728,madhya pradesh,mandla ,2020,3,1031317389.1257836,574815
2729,madhya pradesh,ndore ,2020,3,31851463020.761208,17544816
2730,madhya pradesh,hahdol ,2020,3,1856954171.3874404,971434
2731,madhya pradesh,atlam ,2020,3,3061414644.969604,1510708
2732,madhya pradesh,panna ,2020,3,957142671.47175,475441
2733,madhya pradesh,hhatarpur ,2020,3,1935232278.0025325,946814
2734,madhya pradesh,morena ,2020,2,2004598751.5638103,979863
2735,madhya pradesh,alirajpur ,2020,2,263806138.89906,155614
2736,madhya pradesh,ehore ,2020,2,3502556848.342663,2007098
2737,madhya pradesh,ajgarh ,2020,2,3068680022.4190836,1370563
2738,madhya pradesh,khargone ,2020,2,2348687630.9505987,1304018
2739,madhya pradesh,atna ,2020,2,2299659062.996543,1279303
2740,madhya pradesh,narsinghpur ,2020,2,1747257364.1219687,937615
2741,madhya pradesh,jabalpur ,2020,2,4127023650.0580335,2318052
