,map_ins_state,map_ins_dist,map_ins_years,map_ins_qtr,map_ins_amount,map_ins_count
0,arunachal-pradesh,lower dibang valley ,2021,4,12440.0,11
1,arunachal-pradesh,lower subansiri ,2021,4,10820.0,7
2,arunachal-pradesh,longding ,2021,4,4852.0,2
3,arunachal-pradesh,west siang ,2021,4,25308.0,14
4,arunachal-pradesh,upper siang ,2021,4,6420.0,2
5,arunachal-pradesh,ap ,2021,4,37402.0,14
6,arunachal-pradesh,papum pare ,2021,4,232985.0,128
7,arunachal-pradesh,kurung kumey ,2021,4,4597.0,2
8,arunachal-pradesh,anjaw ,2021,4,1175.0,2
9,arunachal-pradesh,ang ,2021,4,7876.0,5
10,arunachal-pradesh,lower siang ,2021,4,3130.0,2
11,arunachal-pradesh,hanglang ,2021,4,59532.0,26
12,arunachal-pradesh,pakke kessang ,2021,4,6980.0,4
13,arunachal-pradesh,west kameng ,2021,4,61049.0,37
14,arunachal-pradesh,east siang ,2021,4,22841.0,7
15,arunachal-pradesh,upper subansiri ,2021,4,6632.0,4
16,arunachal-pradesh,east kameng ,2021,4,4783.0,4
17,arunachal-pradesh,lohit ,2021,4,19353.0,17
18,arunachal-pradesh,lepa rada ,2021,4,22217.0,4
19,arunachal-pradesh,awang ,2021,4,28772.0,14
20,arunachal-pradesh,namsai ,2021,4,19295.0,14
21,arunachal-pradesh,lower dibang valley ,2021,1,4680.0,5
22,arunachal-pradesh,lower subansiri ,2021,1,5103.0,2
23,arunachal-pradesh,longding ,2021,1,1334.0,2
24,arunachal-pradesh,west siang ,2021,1,3690.0,7
25,arunachal-pradesh,kamle ,2021,1,167.0,1
26,arunachal-pradesh,upper siang ,2021,1,900.0,5
27,arunachal-pradesh,ap ,2021,1,7696.0,7
28,arunachal-pradesh,papum pare ,2021,1,62651.0,65
29,arunachal-pradesh,ang ,2021,1,136.0,2
30,arunachal-pradesh,lower siang ,2021,1,733.0,5
31,arunachal-pradesh,kra daadi ,2021,1,366.0,2
32,arunachal-pradesh,hanglang ,2021,1,4524.0,12
33,arunachal-pradesh,pakke kessang ,2021,1,415.0,2
34,arunachal-pradesh,bang valley ,2021,1,669.0,1
35,arunachal-pradesh,west kameng ,2021,1,9871.0,15
36,arunachal-pradesh,east siang ,2021,1,8695.0,18
37,arunachal-pradesh,upper subansiri ,2021,1,4237.0,7
38,arunachal-pradesh,east kameng ,2021,1,132.0,4
39,arunachal-pradesh,lohit ,2021,1,2951.0,11
40,arunachal-pradesh,lepa rada ,2021,1,1258.0,2
41,arunachal-pradesh,awang ,2021,1,10155.0,11
42,arunachal-pradesh,namsai ,2021,1,1248.0,8
43,arunachal-pradesh,lower dibang valley ,2021,3,11845.0,13
44,arunachal-pradesh,lower subansiri ,2021,3,11875.0,6
45,arunachal-pradesh,west siang ,2021,3,57300.0,21
46,arunachal-pradesh,kamle ,2021,3,1245.0,2
47,arunachal-pradesh,upper siang ,2021,3,11455.0,5
48,arunachal-pradesh,ap ,2021,3,38082.0,14
49,arunachal-pradesh,papum pare ,2021,3,95368.0,50
50,arunachal-pradesh,anjaw ,2021,3,1531.0,1
51,arunachal-pradesh,lower siang ,2021,3,1927.0,3
52,arunachal-pradesh,kra daadi ,2021,3,946.0,1
53,arunachal-pradesh,hanglang ,2021,3,25894.0,15
54,arunachal-pradesh,west kameng ,2021,3,21566.0,22
55,arunachal-pradesh,east siang ,2021,3,32914.0,23
56,arunachal-pradesh,upper subansiri ,2021,3,2417.0,2
57,arunachal-pradesh,lohit ,2021,3,15097.0,10
58,arunachal-pradesh,lepa rada ,2021,3,946.0,1
59,arunachal-pradesh,awang ,2021,3,5436.0,8
60,arunachal-pradesh,namsai ,2021,3,35207.0,15
61,arunachal-pradesh,lower dibang valley ,2021,2,8091.0,14
62,arunachal-pradesh,lower subansiri ,2021,2,4236.0,10
63,arunachal-pradesh,west siang ,2021,2,8990.0,18
64,arunachal-pradesh,upper siang ,2021,2,210.0,1
65,arunachal-pradesh,ap ,2021,2,1405.0,1
66,arunachal-pradesh,papum pare ,2021,2,89335.0,69
67,arunachal-pradesh,kurung kumey ,2021,2,94.0,2
68,arunachal-pradesh,anjaw ,2021,2,19882.0,2
69,arunachal-pradesh,ang ,2021,2,5423.0,1
70,arunachal-pradesh,kra daadi ,2021,2,210.0,1
71,arunachal-pradesh,hanglang ,2021,2,11258.0,12
72,arunachal-pradesh,west kameng ,2021,2,17896.0,20
73,arunachal-pradesh,hi yomi ,2021,2,933.0,1
74,arunachal-pradesh,east siang ,2021,2,2979.0,6
75,arunachal-pradesh,upper subansiri ,2021,2,467.0,2
76,arunachal-pradesh,east kameng ,2021,2,327.0,4
77,arunachal-pradesh,lohit ,2021,2,21096.0,16
78,arunachal-pradesh,awang ,2021,2,23216.0,13
79,arunachal-pradesh,namsai ,2021,2,8880.0,11
80,arunachal-pradesh,lower dibang valley ,2023,4,81825.0,35
81,arunachal-pradesh,lower subansiri ,2023,4,21089.0,13
82,arunachal-pradesh,longding ,2023,4,19165.0,6
83,arunachal-pradesh,west siang ,2023,4,119227.0,48
84,arunachal-pradesh,kamle ,2023,4,11668.0,1
85,arunachal-pradesh,upper siang ,2023,4,22705.0,10
86,arunachal-pradesh,ap ,2023,4,74981.0,32
87,arunachal-pradesh,papum pare ,2023,4,852980.0,318
88,arunachal-pradesh,kurung kumey ,2023,4,1354.0,4
89,arunachal-pradesh,anjaw ,2023,4,18810.0,3
90,arunachal-pradesh,ang ,2023,4,4226.0,2
91,arunachal-pradesh,lower siang ,2023,4,42641.0,9
92,arunachal-pradesh,hanglang ,2023,4,94883.0,47
93,arunachal-pradesh,pakke kessang ,2023,4,1695.0,3
94,arunachal-pradesh,bang valley ,2023,4,20681.0,2
95,arunachal-pradesh,west kameng ,2023,4,190405.0,67
96,arunachal-pradesh,hi yomi ,2023,4,6149.0,2
97,arunachal-pradesh,east siang ,2023,4,109484.0,42
98,arunachal-pradesh,upper subansiri ,2023,4,19213.0,14
99,arunachal-pradesh,east kameng ,2023,4,17324.0,18
100,arunachal-pradesh,lohit ,2023,4,77356.0,34
101,arunachal-pradesh,lepa rada ,2023,4,9401.0,5
102,arunachal-pradesh,awang ,2023,4,167579.0,45
103,arunachal-pradesh,namsai ,2023,4,120567.0,49
104,arunachal-pradesh,lower dibang valley ,2023,1,32562.0,17
105,arunachal-pradesh,lower subansiri ,2023,1,52453.0,18
106,arunachal-pradesh,longding ,2023,1,38902.0,11
107,arunachal-pradesh,west siang ,2023,1,77049.0,26
108,arunachal-pradesh,upper siang ,2023,1,45923.0,13
109,arunachal-pradesh,ap ,2023,1,42058.0,20
110,arunachal-pradesh,papum pare ,2023,1,609907.0,214
111,arunachal-pradesh,kurung kumey ,2023,1,11687.0,2
112,arunachal-pradesh,anjaw ,2023,1,1257.0,1
113,arunachal-pradesh,ang ,2023,1,22077.0,6
114,arunachal-pradesh,lower siang ,2023,1,24273.0,11
115,arunachal-pradesh,kra daadi ,2023,1,56.0,1
116,arunachal-pradesh,hanglang ,2023,1,150506.0,58
117,arunachal-pradesh,pakke kessang ,2023,1,323.0,1
118,arunachal-pradesh,west kameng ,2023,1,148766.0,58
119,arunachal-pradesh,hi yomi ,2023,1,7170.0,2
120,arunachal-pradesh,east siang ,2023,1,131785.0,45
121,arunachal-pradesh,upper subansiri ,2023,1,15828.0,9
122,arunachal-pradesh,east kameng ,2023,1,38909.0,12
123,arunachal-pradesh,lohit ,2023,1,48743.0,22
124,arunachal-pradesh,lepa rada ,2023,1,1470.0,2
125,arunachal-pradesh,awang ,2023,1,177062.0,43
126,arunachal-pradesh,namsai ,2023,1,68709.0,14
127,arunachal-pradesh,lower dibang valley ,2023,3,140365.0,39
128,arunachal-pradesh,lower subansiri ,2023,3,22876.0,13
129,arunachal-pradesh,longding ,2023,3,21679.0,3
130,arunachal-pradesh,west siang ,2023,3,92531.0,23
131,arunachal-pradesh,kamle ,2023,3,3826.0,2
132,arunachal-pradesh,upper siang ,2023,3,21601.0,10
133,arunachal-pradesh,ap ,2023,3,135660.0,38
134,arunachal-pradesh,papum pare ,2023,3,696186.0,285
135,arunachal-pradesh,kurung kumey ,2023,3,11543.0,6
136,arunachal-pradesh,anjaw ,2023,3,5822.0,1
137,arunachal-pradesh,lower siang ,2023,3,11486.0,6
138,arunachal-pradesh,kra daadi ,2023,3,36.0,1
139,arunachal-pradesh,hanglang ,2023,3,108703.0,44
140,arunachal-pradesh,pakke kessang ,2023,3,1638.0,2
141,arunachal-pradesh,bang valley ,2023,3,1600.0,1
142,arunachal-pradesh,west kameng ,2023,3,185636.0,65
143,arunachal-pradesh,hi yomi ,2023,3,3580.0,1
144,arunachal-pradesh,east siang ,2023,3,113780.0,59
145,arunachal-pradesh,upper subansiri ,2023,3,23048.0,11
146,arunachal-pradesh,east kameng ,2023,3,15582.0,6
147,arunachal-pradesh,lohit ,2023,3,102043.0,29
148,arunachal-pradesh,awang ,2023,3,129855.0,39
149,arunachal-pradesh,namsai ,2023,3,55710.0,34
150,arunachal-pradesh,lower dibang valley ,2023,2,51944.0,29
151,arunachal-pradesh,lower subansiri ,2023,2,50690.0,17
152,arunachal-pradesh,longding ,2023,2,11281.0,6
153,arunachal-pradesh,west siang ,2023,2,85810.0,27
154,arunachal-pradesh,kamle ,2023,2,1461.0,1
155,arunachal-pradesh,upper siang ,2023,2,43078.0,13
156,arunachal-pradesh,ap ,2023,2,70549.0,21
157,arunachal-pradesh,papum pare ,2023,2,767297.0,261
158,arunachal-pradesh,kurung kumey ,2023,2,36.0,1
159,arunachal-pradesh,anjaw ,2023,2,7504.0,2
160,arunachal-pradesh,ang ,2023,2,7411.0,4
161,arunachal-pradesh,lower siang ,2023,2,33183.0,6
162,arunachal-pradesh,hanglang ,2023,2,182270.0,48
163,arunachal-pradesh,pakke kessang ,2023,2,3561.0,1
164,arunachal-pradesh,west kameng ,2023,2,278705.0,87
165,arunachal-pradesh,hi yomi ,2023,2,7321.0,1
166,arunachal-pradesh,east siang ,2023,2,134410.0,49
167,arunachal-pradesh,upper subansiri ,2023,2,21737.0,9
168,arunachal-pradesh,east kameng ,2023,2,32842.0,12
169,arunachal-pradesh,lohit ,2023,2,65934.0,29
170,arunachal-pradesh,lepa rada ,2023,2,24722.0,7
171,arunachal-pradesh,awang ,2023,2,117759.0,31
172,arunachal-pradesh,namsai ,2023,2,96483.0,34
173,arunachal-pradesh,lower dibang valley ,2022,4,56348.0,23
174,arunachal-pradesh,lower subansiri ,2022,4,21747.0,14
175,arunachal-pradesh,longding ,2022,4,30147.0,8
176,arunachal-pradesh,west siang ,2022,4,42902.0,22
177,arunachal-pradesh,upper siang ,2022,4,38307.0,10
178,arunachal-pradesh,ap ,2022,4,69612.0,22
179,arunachal-pradesh,papum pare ,2022,4,557453.0,249
180,arunachal-pradesh,kurung kumey ,2022,4,1617.0,2
181,arunachal-pradesh,anjaw ,2022,4,15990.0,5
182,arunachal-pradesh,ang ,2022,4,25817.0,8
183,arunachal-pradesh,lower siang ,2022,4,14716.0,3
184,arunachal-pradesh,kra daadi ,2022,4,2861.0,2
185,arunachal-pradesh,hanglang ,2022,4,92295.0,39
186,arunachal-pradesh,pakke kessang ,2022,4,9380.0,4
187,arunachal-pradesh,bang valley ,2022,4,1273.0,1
188,arunachal-pradesh,west kameng ,2022,4,140810.0,53
189,arunachal-pradesh,hi yomi ,2022,4,56.0,1
190,arunachal-pradesh,east siang ,2022,4,62867.0,33
191,arunachal-pradesh,upper subansiri ,2022,4,6741.0,7
192,arunachal-pradesh,east kameng ,2022,4,18432.0,11
193,arunachal-pradesh,lohit ,2022,4,74057.0,35
194,arunachal-pradesh,lepa rada ,2022,4,11158.0,4
195,arunachal-pradesh,awang ,2022,4,117810.0,32
196,arunachal-pradesh,namsai ,2022,4,52176.0,25
197,arunachal-pradesh,lower dibang valley ,2022,1,17012.0,10
198,arunachal-pradesh,lower subansiri ,2022,1,27520.0,9
199,arunachal-pradesh,longding ,2022,1,18234.0,6
200,arunachal-pradesh,west siang ,2022,1,16731.0,7
201,arunachal-pradesh,kamle ,2022,1,3042.0,2
202,arunachal-pradesh,ap ,2022,1,98280.0,22
203,arunachal-pradesh,papum pare ,2022,1,339981.0,149
204,arunachal-pradesh,kurung kumey ,2022,1,2907.0,2
205,arunachal-pradesh,anjaw ,2022,1,56.0,1
206,arunachal-pradesh,ang ,2022,1,10551.0,3
207,arunachal-pradesh,lower siang ,2022,1,16596.0,6
208,arunachal-pradesh,kra daadi ,2022,1,56.0,1
209,arunachal-pradesh,hanglang ,2022,1,41022.0,22
210,arunachal-pradesh,pakke kessang ,2022,1,4537.0,2
211,arunachal-pradesh,bang valley ,2022,1,4047.0,2
212,arunachal-pradesh,west kameng ,2022,1,83342.0,36
213,arunachal-pradesh,hi yomi ,2022,1,1335.0,1
214,arunachal-pradesh,east siang ,2022,1,50073.0,22
215,arunachal-pradesh,upper subansiri ,2022,1,7374.0,5
216,arunachal-pradesh,east kameng ,2022,1,56.0,1
217,arunachal-pradesh,lohit ,2022,1,33684.0,17
218,arunachal-pradesh,lepa rada ,2022,1,32299.0,5
219,arunachal-pradesh,awang ,2022,1,59469.0,11
220,arunachal-pradesh,namsai ,2022,1,25903.0,13
221,arunachal-pradesh,lower dibang valley ,2022,3,26960.0,17
222,arunachal-pradesh,lower subansiri ,2022,3,26683.0,11
223,arunachal-pradesh,longding ,2022,3,9842.0,2
224,arunachal-pradesh,west siang ,2022,3,86941.0,16
225,arunachal-pradesh,kamle ,2022,3,2325.0,1
226,arunachal-pradesh,upper siang ,2022,3,6334.0,4
227,arunachal-pradesh,ap ,2022,3,54004.0,23
228,arunachal-pradesh,papum pare ,2022,3,590296.0,250
229,arunachal-pradesh,anjaw ,2022,3,1758.0,1
230,arunachal-pradesh,ang ,2022,3,6421.0,2
231,arunachal-pradesh,lower siang ,2022,3,4229.0,3
232,arunachal-pradesh,kra daadi ,2022,3,5626.0,1
233,arunachal-pradesh,hanglang ,2022,3,53679.0,22
234,arunachal-pradesh,pakke kessang ,2022,3,2018.0,2
235,arunachal-pradesh,west kameng ,2022,3,118030.0,42
236,arunachal-pradesh,hi yomi ,2022,3,1304.0,1
237,arunachal-pradesh,east siang ,2022,3,54567.0,35
238,arunachal-pradesh,upper subansiri ,2022,3,720.0,1
239,arunachal-pradesh,east kameng ,2022,3,25996.0,15
240,arunachal-pradesh,lohit ,2022,3,45865.0,18
241,arunachal-pradesh,lepa rada ,2022,3,9636.0,5
242,arunachal-pradesh,awang ,2022,3,112439.0,24
243,arunachal-pradesh,namsai ,2022,3,54631.0,14
244,arunachal-pradesh,lower dibang valley ,2022,2,25061.0,13
245,arunachal-pradesh,lower subansiri ,2022,2,13328.0,7
246,arunachal-pradesh,longding ,2022,2,6396.0,3
247,arunachal-pradesh,west siang ,2022,2,54485.0,24
248,arunachal-pradesh,kamle ,2022,2,1353.0,2
249,arunachal-pradesh,upper siang ,2022,2,7050.0,2
250,arunachal-pradesh,ap ,2022,2,32728.0,15
251,arunachal-pradesh,papum pare ,2022,2,752159.0,310
252,arunachal-pradesh,kurung kumey ,2022,2,3224.0,2
253,arunachal-pradesh,lower siang ,2022,2,9427.0,3
254,arunachal-pradesh,kra daadi ,2022,2,4261.0,3
255,arunachal-pradesh,hanglang ,2022,2,51823.0,25
256,arunachal-pradesh,west kameng ,2022,2,115575.0,47
257,arunachal-pradesh,east siang ,2022,2,107087.0,29
258,arunachal-pradesh,upper subansiri ,2022,2,1295.0,4
259,arunachal-pradesh,east kameng ,2022,2,17345.0,10
260,arunachal-pradesh,lohit ,2022,2,59273.0,21
261,arunachal-pradesh,lepa rada ,2022,2,2554.0,4
262,arunachal-pradesh,awang ,2022,2,61225.0,26
263,arunachal-pradesh,namsai ,2022,2,34582.0,14
264,arunachal-pradesh,lower dibang valley ,2020,4,1981.0,9
265,arunachal-pradesh,lower subansiri ,2020,4,32.0,1
266,arunachal-pradesh,west siang ,2020,4,162.0,1
267,arunachal-pradesh,ap ,2020,4,1561.0,4
268,arunachal-pradesh,papum pare ,2020,4,21298.0,48
269,arunachal-pradesh,ang ,2020,4,691.0,2
270,arunachal-pradesh,lower siang ,2020,4,33.0,1
271,arunachal-pradesh,hanglang ,2020,4,5505.0,7
272,arunachal-pradesh,pakke kessang ,2020,4,1017.0,2
273,arunachal-pradesh,bang valley ,2020,4,2967.0,1
274,arunachal-pradesh,west kameng ,2020,4,22182.0,15
275,arunachal-pradesh,east siang ,2020,4,8075.0,10
276,arunachal-pradesh,upper subansiri ,2020,4,1154.0,2
277,arunachal-pradesh,east kameng ,2020,4,32.0,1
278,arunachal-pradesh,lohit ,2020,4,4148.0,5
279,arunachal-pradesh,lepa rada ,2020,4,2685.0,3
280,arunachal-pradesh,awang ,2020,4,9740.0,10
281,arunachal-pradesh,namsai ,2020,4,984.0,3
282,arunachal-pradesh,lower dibang valley ,2020,3,843.0,4
283,arunachal-pradesh,lower subansiri ,2020,3,662.0,1
284,arunachal-pradesh,longding ,2020,3,166.0,1
285,arunachal-pradesh,west siang ,2020,3,2052.0,5
286,arunachal-pradesh,kamle ,2020,3,166.0,1
287,arunachal-pradesh,upper siang ,2020,3,281.0,1
288,arunachal-pradesh,ap ,2020,3,939.0,3
289,arunachal-pradesh,papum pare ,2020,3,15776.0,60
290,arunachal-pradesh,ang ,2020,3,184.0,1
291,arunachal-pradesh,lower siang ,2020,3,662.0,1
292,arunachal-pradesh,hanglang ,2020,3,364.0,2
293,arunachal-pradesh,bang valley ,2020,3,66.0,3
294,arunachal-pradesh,west kameng ,2020,3,3466.0,12
295,arunachal-pradesh,east siang ,2020,3,9675.0,22
296,arunachal-pradesh,upper subansiri ,2020,3,66.0,2
297,arunachal-pradesh,east kameng ,2020,3,695.0,2
298,arunachal-pradesh,lohit ,2020,3,1557.0,9
299,arunachal-pradesh,lepa rada ,2020,3,548.0,1
300,arunachal-pradesh,awang ,2020,3,33.0,1
301,arunachal-pradesh,namsai ,2020,3,1486.0,3
302,arunachal-pradesh,lower dibang valley ,2020,2,513.0,2
303,arunachal-pradesh,west kameng ,2020,2,513.0,2
304,arunachal-pradesh,lower subansiri ,2020,2,231.0,1
305,arunachal-pradesh,west siang ,2020,2,1124.0,5
306,arunachal-pradesh,kamle ,2020,2,298.0,1
307,arunachal-pradesh,east siang ,2020,2,469.0,2
308,arunachal-pradesh,ap ,2020,2,1026.0,5
309,arunachal-pradesh,lepa rada ,2020,2,282.0,1
310,arunachal-pradesh,awang ,2020,2,827.0,3
311,arunachal-pradesh,namsai ,2020,2,231.0,1
312,arunachal-pradesh,papum pare ,2020,2,6304.0,33
313,arunachal-pradesh,hanglang ,2020,2,2511.0,9
314,arunachal-pradesh,lower dibang valley ,2024,1,123833.0,48
315,arunachal-pradesh,lower subansiri ,2024,1,47226.0,31
316,arunachal-pradesh,longding ,2024,1,25954.0,9
317,arunachal-pradesh,west siang ,2024,1,128839.0,49
318,arunachal-pradesh,kamle ,2024,1,15390.0,10
319,arunachal-pradesh,upper siang ,2024,1,23424.0,13
320,arunachal-pradesh,ap ,2024,1,68242.0,25
321,arunachal-pradesh,papum pare ,2024,1,902815.0,415
322,arunachal-pradesh,kurung kumey ,2024,1,7023.0,5
323,arunachal-pradesh,anjaw ,2024,1,6965.0,5
324,arunachal-pradesh,ang ,2024,1,16226.0,7
325,arunachal-pradesh,lower siang ,2024,1,29243.0,11
326,arunachal-pradesh,kra daadi ,2024,1,616.0,4
327,arunachal-pradesh,hanglang ,2024,1,119720.0,60
328,arunachal-pradesh,pakke kessang ,2024,1,7499.0,3
329,arunachal-pradesh,bang valley ,2024,1,61.0,1
330,arunachal-pradesh,west kameng ,2024,1,264851.0,109
331,arunachal-pradesh,hi yomi ,2024,1,1169.0,1
332,arunachal-pradesh,east siang ,2024,1,195598.0,88
333,arunachal-pradesh,upper subansiri ,2024,1,54281.0,25
334,arunachal-pradesh,east kameng ,2024,1,25006.0,20
335,arunachal-pradesh,lohit ,2024,1,125916.0,58
336,arunachal-pradesh,lepa rada ,2024,1,31689.0,9
337,arunachal-pradesh,awang ,2024,1,123314.0,57
338,arunachal-pradesh,namsai ,2024,1,74800.0,37
339,gujarat,anand ,2021,4,415798.0,361
340,gujarat,jamnagar ,2021,4,326799.0,236
341,gujarat,evbhumi dwarka ,2021,4,110975.0,83
342,gujarat,ajkot ,2021,4,782642.0,698
343,gujarat,aravallis ,2021,4,167858.0,113
344,gujarat,hhotaudepur ,2021,4,78840.0,50
345,gujarat,botad ,2021,4,75827.0,48
346,gujarat,bharuch ,2021,4,1253200.0,982
347,gujarat,bhavnagar ,2021,4,555221.0,441
348,gujarat,junagadh ,2021,4,261608.0,152
349,gujarat,mahesana ,2021,4,611027.0,483
350,gujarat,he dangs ,2021,4,30145.0,21
351,gujarat,kheda ,2021,4,397315.0,314
352,gujarat,urat ,2021,4,4111750.0,3232
353,gujarat,porbandar ,2021,4,136394.0,106
354,gujarat,gandhinagar ,2021,4,1076996.0,801
355,gujarat,panch mahals ,2021,4,386340.0,318
356,gujarat,narmada ,2021,4,88598.0,59
357,gujarat,gir somnath ,2021,4,194109.0,148
358,gujarat,valsad ,2021,4,1250430.0,1030
359,gujarat,mahisagar ,2021,4,84831.0,76
360,gujarat,abar kantha ,2021,4,314168.0,274
361,gujarat,api ,2021,4,214264.0,91
362,gujarat,vadodara ,2021,4,1938084.0,1531
363,gujarat,banas kantha ,2021,4,642556.0,555
364,gujarat,amreli ,2021,4,180814.0,147
365,gujarat,ahmadabad ,2021,4,5269395.0,4857
366,gujarat,ohad ,2021,4,152375.0,140
367,gujarat,navsari ,2021,4,354724.0,271
368,gujarat,patan ,2021,4,261065.0,245
369,gujarat,kachchh ,2021,4,1187041.0,937
370,gujarat,urendranagar ,2021,4,156574.0,152
371,gujarat,morbi ,2021,4,215158.0,190
372,gujarat,anand ,2021,1,130297.0,262
373,gujarat,jamnagar ,2021,1,104112.0,128
374,gujarat,evbhumi dwarka ,2021,1,64828.0,70
375,gujarat,ajkot ,2021,1,191505.0,374
376,gujarat,aravallis ,2021,1,57750.0,132
377,gujarat,hhotaudepur ,2021,1,8801.0,29
378,gujarat,botad ,2021,1,47154.0,48
379,gujarat,bharuch ,2021,1,381284.0,709
380,gujarat,bhavnagar ,2021,1,147699.0,243
381,gujarat,junagadh ,2021,1,75867.0,95
382,gujarat,mahesana ,2021,1,194492.0,342
383,gujarat,he dangs ,2021,1,6417.0,17
384,gujarat,kheda ,2021,1,100371.0,187
385,gujarat,urat ,2021,1,1538786.0,2549
386,gujarat,porbandar ,2021,1,38138.0,45
387,gujarat,gandhinagar ,2021,1,341921.0,531
388,gujarat,panch mahals ,2021,1,72752.0,183
389,gujarat,narmada ,2021,1,16168.0,39
390,gujarat,gir somnath ,2021,1,45453.0,101
391,gujarat,valsad ,2021,1,307917.0,548
392,gujarat,mahisagar ,2021,1,22440.0,51
393,gujarat,abar kantha ,2021,1,80533.0,208
394,gujarat,api ,2021,1,42028.0,70
395,gujarat,vadodara ,2021,1,544564.0,859
396,gujarat,banas kantha ,2021,1,246377.0,446
397,gujarat,amreli ,2021,1,74457.0,172
398,gujarat,ahmadabad ,2021,1,1664753.0,2902
399,gujarat,ohad ,2021,1,89360.0,109
400,gujarat,navsari ,2021,1,78281.0,118
401,gujarat,patan ,2021,1,102959.0,181
402,gujarat,kachchh ,2021,1,340650.0,674
403,gujarat,urendranagar ,2021,1,58848.0,99
404,gujarat,morbi ,2021,1,71142.0,152
405,gujarat,anand ,2021,3,253672.0,312
406,gujarat,jamnagar ,2021,3,144133.0,167
407,gujarat,evbhumi dwarka ,2021,3,66013.0,61
408,gujarat,ajkot ,2021,3,389381.0,515
409,gujarat,aravallis ,2021,3,98886.0,145
410,gujarat,hhotaudepur ,2021,3,29257.0,46
411,gujarat,botad ,2021,3,38646.0,67
412,gujarat,bharuch ,2021,3,676899.0,751
413,gujarat,bhavnagar ,2021,3,211839.0,267
414,gujarat,junagadh ,2021,3,91519.0,118
415,gujarat,mahesana ,2021,3,348892.0,419
416,gujarat,he dangs ,2021,3,16738.0,13
417,gujarat,kheda ,2021,3,187117.0,253
418,gujarat,urat ,2021,3,2501335.0,3409
419,gujarat,porbandar ,2021,3,109615.0,70
420,gujarat,gandhinagar ,2021,3,553002.0,586
421,gujarat,panch mahals ,2021,3,165600.0,200
422,gujarat,narmada ,2021,3,37310.0,45
423,gujarat,gir somnath ,2021,3,75929.0,99
424,gujarat,valsad ,2021,3,601347.0,648
425,gujarat,mahisagar ,2021,3,51882.0,61
426,gujarat,abar kantha ,2021,3,178233.0,212
427,gujarat,api ,2021,3,96225.0,74
428,gujarat,vadodara ,2021,3,1010170.0,1071
429,gujarat,banas kantha ,2021,3,390139.0,567
430,gujarat,amreli ,2021,3,112208.0,141
431,gujarat,ahmadabad ,2021,3,2607478.0,3405
432,gujarat,ohad ,2021,3,144391.0,151
433,gujarat,navsari ,2021,3,177626.0,200
434,gujarat,patan ,2021,3,222766.0,246
435,gujarat,kachchh ,2021,3,583735.0,719
436,gujarat,urendranagar ,2021,3,84217.0,129
437,gujarat,morbi ,2021,3,85703.0,181
438,gujarat,anand ,2021,2,222053.0,271
439,gujarat,jamnagar ,2021,2,100740.0,150
440,gujarat,evbhumi dwarka ,2021,2,38080.0,57
441,gujarat,ajkot ,2021,2,360621.0,462
442,gujarat,aravallis ,2021,2,80568.0,119
443,gujarat,hhotaudepur ,2021,2,31348.0,51
444,gujarat,botad ,2021,2,27359.0,67
445,gujarat,bharuch ,2021,2,593029.0,823
446,gujarat,bhavnagar ,2021,2,202446.0,274
447,gujarat,junagadh ,2021,2,118345.0,156
448,gujarat,mahesana ,2021,2,306266.0,453
449,gujarat,he dangs ,2021,2,19066.0,22
450,gujarat,kheda ,2021,2,145116.0,244
451,gujarat,urat ,2021,2,1847117.0,2863
452,gujarat,porbandar ,2021,2,61980.0,49
453,gujarat,gandhinagar ,2021,2,519006.0,590
454,gujarat,panch mahals ,2021,2,163468.0,212
455,gujarat,narmada ,2021,2,17878.0,46
456,gujarat,gir somnath ,2021,2,50123.0,110
457,gujarat,valsad ,2021,2,471194.0,640
458,gujarat,mahisagar ,2021,2,47536.0,73
459,gujarat,abar kantha ,2021,2,157215.0,282
460,gujarat,api ,2021,2,85437.0,102
461,gujarat,vadodara ,2021,2,874836.0,1171
462,gujarat,banas kantha ,2021,2,272134.0,475
463,gujarat,amreli ,2021,2,143329.0,254
464,gujarat,ahmadabad ,2021,2,2177028.0,3074
465,gujarat,ohad ,2021,2,63382.0,126
466,gujarat,navsari ,2021,2,160612.0,199
467,gujarat,patan ,2021,2,164035.0,227
468,gujarat,kachchh ,2021,2,529809.0,730
469,gujarat,urendranagar ,2021,2,68373.0,131
470,gujarat,morbi ,2021,2,144469.0,173
471,gujarat,anand ,2023,4,1027082.0,581
472,gujarat,jamnagar ,2023,4,1051194.0,666
473,gujarat,evbhumi dwarka ,2023,4,402737.0,182
474,gujarat,ajkot ,2023,4,3364383.0,2109
475,gujarat,aravallis ,2023,4,515049.0,291
476,gujarat,hhotaudepur ,2023,4,135045.0,75
477,gujarat,botad ,2023,4,255023.0,117
478,gujarat,bharuch ,2023,4,2901972.0,1750
479,gujarat,bhavnagar ,2023,4,1371224.0,971
480,gujarat,junagadh ,2023,4,879478.0,416
481,gujarat,mahesana ,2023,4,1765324.0,952
482,gujarat,he dangs ,2023,4,83962.0,31
483,gujarat,kheda ,2023,4,992219.0,516
484,gujarat,urat ,2023,4,11477882.0,8196
485,gujarat,porbandar ,2023,4,346340.0,222
486,gujarat,gandhinagar ,2023,4,3618581.0,1952
487,gujarat,panch mahals ,2023,4,899552.0,489
488,gujarat,narmada ,2023,4,271738.0,100
489,gujarat,gir somnath ,2023,4,417003.0,219
