,map_ins_state,map_ins_dist,map_ins_years,map_ins_qtr,map_ins_amount,map_ins_count
1323,madhya-pradesh,atna ,2023,1,1098544.0,661
1324,madhya-pradesh,narsinghpur ,2023,1,461784.0,202
1325,madhya-pradesh,jabalpur ,2023,1,2452155.0,1402
1326,madhya-pradesh,hoshangabad ,2023,1,689904.0,342
1327,madhya-pradesh,vidisha ,2023,1,320839.0,187
1328,madhya-pradesh,balaghat ,2023,1,761932.0,326
1329,madhya-pradesh,ngrauli ,2023,1,991849.0,556
1330,madhya-pradesh,betul ,2023,1,742025.0,431
1331,madhya-pradesh,hi ,2023,1,486132.0,260
1332,madhya-pradesh,atia ,2023,1,233457.0,118
1333,madhya-pradesh,ewas ,2023,1,1005752.0,622
1334,madhya-pradesh,heopur ,2023,1,120022.0,66
1335,madhya-pradesh,neemuch ,2023,1,334565.0,202
1336,madhya-pradesh,aisen ,2023,1,591345.0,289
1337,madhya-pradesh,mandsaur ,2023,1,444427.0,260
1338,madhya-pradesh,barwani ,2023,1,378234.0,156
1339,madhya-pradesh,katni ,2023,1,670953.0,406
1340,madhya-pradesh,ndori ,2023,1,230968.0,132
1341,madhya-pradesh,hivpuri ,2023,1,451244.0,201
1342,madhya-pradesh,gwalior ,2023,1,2695086.0,1736
1343,madhya-pradesh,anuppur ,2023,1,344501.0,166
1344,madhya-pradesh,agar malwa ,2023,1,135373.0,82
1345,madhya-pradesh,ashoknagar ,2023,1,224379.0,71
1346,madhya-pradesh,agar ,2023,1,1138365.0,548
1347,madhya-pradesh,niwari ,2023,1,162987.0,67
1348,madhya-pradesh,ewa ,2023,1,1186749.0,717
1349,madhya-pradesh,hajapur ,2023,1,259916.0,147
1350,madhya-pradesh,ujjain ,2023,1,1187404.0,794
1351,madhya-pradesh,bhind ,2023,1,440688.0,261
1352,madhya-pradesh,kamgarh ,2023,1,191679.0,120
1353,madhya-pradesh,eoni ,2023,1,599750.0,292
1354,madhya-pradesh,harda ,2023,1,242091.0,118
1355,madhya-pradesh,burhanpur ,2023,1,203610.0,105
1356,madhya-pradesh,amoh ,2023,1,278971.0,122
1357,madhya-pradesh,bhopal ,2023,1,5789402.0,3165
1358,madhya-pradesh,jhabua ,2023,1,169256.0,129
1359,madhya-pradesh,har ,2023,1,1027283.0,604
1360,madhya-pradesh,guna ,2023,1,410178.0,278
1361,madhya-pradesh,east nimar ,2023,1,388974.0,238
1362,madhya-pradesh,hhindwara ,2023,1,1241862.0,577
1363,madhya-pradesh,umaria ,2023,1,214349.0,99
1364,madhya-pradesh,mandla ,2023,1,274135.0,203
1365,madhya-pradesh,ndore ,2023,1,9887936.0,6662
1366,madhya-pradesh,hahdol ,2023,1,330936.0,239
1367,madhya-pradesh,atlam ,2023,1,761091.0,383
1368,madhya-pradesh,panna ,2023,1,318816.0,149
1369,madhya-pradesh,hhatarpur ,2023,1,507067.0,265
1370,madhya-pradesh,morena ,2023,3,428881.0,351
1371,madhya-pradesh,alirajpur ,2023,3,185148.0,88
1372,madhya-pradesh,ehore ,2023,3,819074.0,448
1373,madhya-pradesh,ajgarh ,2023,3,367678.0,257
1374,madhya-pradesh,khargone ,2023,3,619882.0,376
1375,madhya-pradesh,atna ,2023,3,1048846.0,682
1376,madhya-pradesh,narsinghpur ,2023,3,439141.0,238
1377,madhya-pradesh,jabalpur ,2023,3,2667756.0,1596
1378,madhya-pradesh,hoshangabad ,2023,3,810481.0,398
1379,madhya-pradesh,vidisha ,2023,3,489111.0,269
1380,madhya-pradesh,balaghat ,2023,3,739112.0,399
1381,madhya-pradesh,ngrauli ,2023,3,1315955.0,786
1382,madhya-pradesh,betul ,2023,3,628222.0,444
1383,madhya-pradesh,hi ,2023,3,296190.0,248
1384,madhya-pradesh,atia ,2023,3,232374.0,144
1385,madhya-pradesh,ewas ,2023,3,1082104.0,641
1386,madhya-pradesh,heopur ,2023,3,194312.0,88
1387,madhya-pradesh,neemuch ,2023,3,407496.0,250
1388,madhya-pradesh,aisen ,2023,3,602318.0,328
1389,madhya-pradesh,mandsaur ,2023,3,417610.0,313
1390,madhya-pradesh,barwani ,2023,3,331867.0,219
1391,madhya-pradesh,katni ,2023,3,574680.0,431
1392,madhya-pradesh,ndori ,2023,3,228380.0,116
1393,madhya-pradesh,hivpuri ,2023,3,338922.0,249
1394,madhya-pradesh,gwalior ,2023,3,2813452.0,2069
1395,madhya-pradesh,anuppur ,2023,3,392416.0,248
1396,madhya-pradesh,agar malwa ,2023,3,193707.0,100
1397,madhya-pradesh,ashoknagar ,2023,3,137168.0,92
1398,madhya-pradesh,agar ,2023,3,1199223.0,727
1399,madhya-pradesh,niwari ,2023,3,207354.0,87
1400,madhya-pradesh,ewa ,2023,3,1121774.0,789
1401,madhya-pradesh,hajapur ,2023,3,420853.0,236
1402,madhya-pradesh,ujjain ,2023,3,1468543.0,970
1403,madhya-pradesh,bhind ,2023,3,424433.0,244
1404,madhya-pradesh,kamgarh ,2023,3,269606.0,130
1405,madhya-pradesh,eoni ,2023,3,658463.0,325
1406,madhya-pradesh,harda ,2023,3,320633.0,158
1407,madhya-pradesh,burhanpur ,2023,3,216580.0,127
1408,madhya-pradesh,amoh ,2023,3,247992.0,159
1409,madhya-pradesh,bhopal ,2023,3,6161923.0,3313
1410,madhya-pradesh,jhabua ,2023,3,280922.0,226
1411,madhya-pradesh,har ,2023,3,1069689.0,737
1412,madhya-pradesh,guna ,2023,3,380891.0,315
1413,madhya-pradesh,east nimar ,2023,3,563893.0,305
1414,madhya-pradesh,hhindwara ,2023,3,1068226.0,667
1415,madhya-pradesh,umaria ,2023,3,124526.0,105
1416,madhya-pradesh,mandla ,2023,3,294123.0,231
1417,madhya-pradesh,ndore ,2023,3,9795734.0,6387
1418,madhya-pradesh,hahdol ,2023,3,458453.0,278
1419,madhya-pradesh,atlam ,2023,3,664200.0,454
1420,madhya-pradesh,panna ,2023,3,215079.0,136
1421,madhya-pradesh,hhatarpur ,2023,3,527952.0,326
1422,madhya-pradesh,morena ,2023,2,498283.0,362
1423,madhya-pradesh,alirajpur ,2023,2,101455.0,79
1424,madhya-pradesh,ehore ,2023,2,534090.0,290
1425,madhya-pradesh,ajgarh ,2023,2,465265.0,232
1426,madhya-pradesh,khargone ,2023,2,528667.0,358
1427,madhya-pradesh,atna ,2023,2,1054444.0,684
1428,madhya-pradesh,narsinghpur ,2023,2,387170.0,239
1429,madhya-pradesh,jabalpur ,2023,2,2481121.0,1365
1430,madhya-pradesh,hoshangabad ,2023,2,718697.0,420
1431,madhya-pradesh,vidisha ,2023,2,416005.0,215
1432,madhya-pradesh,balaghat ,2023,2,650666.0,364
1433,madhya-pradesh,ngrauli ,2023,2,1053164.0,583
1434,madhya-pradesh,betul ,2023,2,617996.0,430
1435,madhya-pradesh,hi ,2023,2,567482.0,276
1436,madhya-pradesh,atia ,2023,2,180389.0,130
1437,madhya-pradesh,ewas ,2023,2,1018985.0,607
1438,madhya-pradesh,heopur ,2023,2,137039.0,58
1439,madhya-pradesh,neemuch ,2023,2,347095.0,218
1440,madhya-pradesh,aisen ,2023,2,617973.0,273
1441,madhya-pradesh,mandsaur ,2023,2,381975.0,274
1442,madhya-pradesh,barwani ,2023,2,294239.0,181
1443,madhya-pradesh,katni ,2023,2,596762.0,313
1444,madhya-pradesh,ndori ,2023,2,170604.0,94
1445,madhya-pradesh,hivpuri ,2023,2,396500.0,224
1446,madhya-pradesh,gwalior ,2023,2,2604139.0,1884
1447,madhya-pradesh,anuppur ,2023,2,415276.0,245
1448,madhya-pradesh,agar malwa ,2023,2,201416.0,100
1449,madhya-pradesh,ashoknagar ,2023,2,253722.0,103
1450,madhya-pradesh,agar ,2023,2,868158.0,550
1451,madhya-pradesh,niwari ,2023,2,130339.0,63
1452,madhya-pradesh,ewa ,2023,2,1245605.0,710
1453,madhya-pradesh,hajapur ,2023,2,303740.0,175
1454,madhya-pradesh,ujjain ,2023,2,1561934.0,955
1455,madhya-pradesh,bhind ,2023,2,456645.0,266
1456,madhya-pradesh,kamgarh ,2023,2,191350.0,108
1457,madhya-pradesh,eoni ,2023,2,476642.0,224
1458,madhya-pradesh,harda ,2023,2,201347.0,105
1459,madhya-pradesh,burhanpur ,2023,2,227373.0,109
1460,madhya-pradesh,amoh ,2023,2,272823.0,194
1461,madhya-pradesh,bhopal ,2023,2,5555218.0,2915
1462,madhya-pradesh,jhabua ,2023,2,248454.0,135
1463,madhya-pradesh,har ,2023,2,914779.0,663
1464,madhya-pradesh,guna ,2023,2,360423.0,255
1465,madhya-pradesh,east nimar ,2023,2,407300.0,279
1466,madhya-pradesh,hhindwara ,2023,2,1304073.0,693
1467,madhya-pradesh,umaria ,2023,2,169767.0,103
1468,madhya-pradesh,mandla ,2023,2,303849.0,212
1469,madhya-pradesh,ndore ,2023,2,10108928.0,6566
1470,madhya-pradesh,hahdol ,2023,2,312876.0,236
1471,madhya-pradesh,atlam ,2023,2,778820.0,454
1472,madhya-pradesh,panna ,2023,2,246254.0,167
1473,madhya-pradesh,hhatarpur ,2023,2,534448.0,289
1474,madhya-pradesh,morena ,2022,4,495347.0,303
1475,madhya-pradesh,alirajpur ,2022,4,91273.0,83
1476,madhya-pradesh,ehore ,2022,4,632000.0,372
1477,madhya-pradesh,ajgarh ,2022,4,364551.0,263
1478,madhya-pradesh,khargone ,2022,4,673655.0,440
1479,madhya-pradesh,atna ,2022,4,922924.0,644
1480,madhya-pradesh,narsinghpur ,2022,4,410106.0,234
1481,madhya-pradesh,jabalpur ,2022,4,2299836.0,1665
1482,madhya-pradesh,hoshangabad ,2022,4,648308.0,412
1483,madhya-pradesh,vidisha ,2022,4,338211.0,220
1484,madhya-pradesh,balaghat ,2022,4,757655.0,449
1485,madhya-pradesh,ngrauli ,2022,4,1173189.0,697
1486,madhya-pradesh,betul ,2022,4,659207.0,532
1487,madhya-pradesh,hi ,2022,4,549030.0,333
1488,madhya-pradesh,atia ,2022,4,268994.0,112
1489,madhya-pradesh,ewas ,2022,4,1057408.0,688
1490,madhya-pradesh,heopur ,2022,4,144632.0,85
1491,madhya-pradesh,neemuch ,2022,4,346814.0,250
1492,madhya-pradesh,aisen ,2022,4,586488.0,387
1493,madhya-pradesh,mandsaur ,2022,4,377750.0,326
1494,madhya-pradesh,barwani ,2022,4,396299.0,216
1495,madhya-pradesh,katni ,2022,4,571898.0,374
1496,madhya-pradesh,ndori ,2022,4,257089.0,176
1497,madhya-pradesh,hivpuri ,2022,4,315619.0,248
1498,madhya-pradesh,gwalior ,2022,4,2252079.0,1685
1499,madhya-pradesh,anuppur ,2022,4,343708.0,218
1500,madhya-pradesh,agar malwa ,2022,4,182317.0,105
1501,madhya-pradesh,ashoknagar ,2022,4,183248.0,100
1502,madhya-pradesh,agar ,2022,4,922139.0,603
1503,madhya-pradesh,niwari ,2022,4,146884.0,92
1504,madhya-pradesh,ewa ,2022,4,1104619.0,763
1505,madhya-pradesh,hajapur ,2022,4,271310.0,199
1506,madhya-pradesh,ujjain ,2022,4,1329724.0,984
1507,madhya-pradesh,bhind ,2022,4,286988.0,177
1508,madhya-pradesh,kamgarh ,2022,4,191103.0,118
1509,madhya-pradesh,eoni ,2022,4,593047.0,367
1510,madhya-pradesh,harda ,2022,4,272235.0,175
1511,madhya-pradesh,burhanpur ,2022,4,241985.0,159
1512,madhya-pradesh,amoh ,2022,4,179171.0,161
1513,madhya-pradesh,bhopal ,2022,4,5566909.0,3485
1514,madhya-pradesh,jhabua ,2022,4,277733.0,237
1515,madhya-pradesh,har ,2022,4,1072410.0,819
1516,madhya-pradesh,guna ,2022,4,313711.0,271
1517,madhya-pradesh,east nimar ,2022,4,374059.0,289
1518,madhya-pradesh,hhindwara ,2022,4,1051247.0,668
1519,madhya-pradesh,umaria ,2022,4,132739.0,105
1520,madhya-pradesh,mandla ,2022,4,327030.0,237
1521,madhya-pradesh,ndore ,2022,4,8985121.0,6547
1522,madhya-pradesh,hahdol ,2022,4,443552.0,247
1523,madhya-pradesh,atlam ,2022,4,643403.0,466
1524,madhya-pradesh,panna ,2022,4,210609.0,128
1525,madhya-pradesh,hhatarpur ,2022,4,475520.0,320
1526,madhya-pradesh,morena ,2022,1,239379.0,147
1527,madhya-pradesh,alirajpur ,2022,1,45934.0,33
1528,madhya-pradesh,ehore ,2022,1,234674.0,177
1529,madhya-pradesh,ajgarh ,2022,1,153700.0,151
1530,madhya-pradesh,khargone ,2022,1,283056.0,209
1531,madhya-pradesh,atna ,2022,1,533125.0,393
1532,madhya-pradesh,narsinghpur ,2022,1,234242.0,125
1533,madhya-pradesh,jabalpur ,2022,1,992911.0,694
1534,madhya-pradesh,hoshangabad ,2022,1,312689.0,198
1535,madhya-pradesh,vidisha ,2022,1,126953.0,98
1536,madhya-pradesh,balaghat ,2022,1,291829.0,183
1537,madhya-pradesh,ngrauli ,2022,1,496325.0,325
1538,madhya-pradesh,betul ,2022,1,357910.0,240
1539,madhya-pradesh,hi ,2022,1,219895.0,133
1540,madhya-pradesh,atia ,2022,1,105969.0,70
1541,madhya-pradesh,ewas ,2022,1,486386.0,334
1542,madhya-pradesh,heopur ,2022,1,52015.0,44
1543,madhya-pradesh,neemuch ,2022,1,157703.0,124
1544,madhya-pradesh,aisen ,2022,1,201672.0,154
1545,madhya-pradesh,mandsaur ,2022,1,242949.0,182
1546,madhya-pradesh,barwani ,2022,1,127556.0,96
1547,madhya-pradesh,katni ,2022,1,267278.0,175
1548,madhya-pradesh,ndori ,2022,1,102201.0,71
1549,madhya-pradesh,hivpuri ,2022,1,186867.0,112
1550,madhya-pradesh,gwalior ,2022,1,1131189.0,794
1551,madhya-pradesh,anuppur ,2022,1,111962.0,100
1552,madhya-pradesh,agar malwa ,2022,1,61142.0,57
1553,madhya-pradesh,ashoknagar ,2022,1,72506.0,49
1554,madhya-pradesh,agar ,2022,1,464547.0,278
1555,madhya-pradesh,niwari ,2022,1,49002.0,35
1556,madhya-pradesh,ewa ,2022,1,438555.0,311
1557,madhya-pradesh,hajapur ,2022,1,97944.0,104
1558,madhya-pradesh,ujjain ,2022,1,675707.0,541
1559,madhya-pradesh,bhind ,2022,1,248258.0,132
1560,madhya-pradesh,kamgarh ,2022,1,95935.0,70
1561,madhya-pradesh,eoni ,2022,1,261658.0,168
1562,madhya-pradesh,harda ,2022,1,140753.0,77
1563,madhya-pradesh,burhanpur ,2022,1,138965.0,69
1564,madhya-pradesh,amoh ,2022,1,64133.0,73
1565,madhya-pradesh,bhopal ,2022,1,2382094.0,1432
1566,madhya-pradesh,jhabua ,2022,1,159813.0,94
1567,madhya-pradesh,har ,2022,1,411503.0,304
1568,madhya-pradesh,guna ,2022,1,150229.0,160
1569,madhya-pradesh,east nimar ,2022,1,180117.0,129
1570,madhya-pradesh,hhindwara ,2022,1,633829.0,333
1571,madhya-pradesh,umaria ,2022,1,75393.0,59
1572,madhya-pradesh,mandla ,2022,1,113248.0,81
1573,madhya-pradesh,ndore ,2022,1,4391052.0,3338
1574,madhya-pradesh,hahdol ,2022,1,225529.0,159
1575,madhya-pradesh,atlam ,2022,1,339619.0,179
1576,madhya-pradesh,panna ,2022,1,85047.0,61
1577,madhya-pradesh,hhatarpur ,2022,1,248515.0,136
1578,madhya-pradesh,morena ,2022,3,274536.0,238
1579,madhya-pradesh,alirajpur ,2022,3,60968.0,68
1580,madhya-pradesh,ehore ,2022,3,458455.0,329
1581,madhya-pradesh,ajgarh ,2022,3,221612.0,211
1582,madhya-pradesh,khargone ,2022,3,498355.0,376
1583,madhya-pradesh,atna ,2022,3,593095.0,484
1584,madhya-pradesh,narsinghpur ,2022,3,387800.0,228
1585,madhya-pradesh,jabalpur ,2022,3,1547332.0,1193
1586,madhya-pradesh,hoshangabad ,2022,3,432084.0,279
1587,madhya-pradesh,vidisha ,2022,3,162346.0,146
1588,madhya-pradesh,balaghat ,2022,3,400132.0,324
1589,madhya-pradesh,ngrauli ,2022,3,768082.0,550
1590,madhya-pradesh,betul ,2022,3,477663.0,390
1591,madhya-pradesh,hi ,2022,3,334550.0,254
1592,madhya-pradesh,atia ,2022,3,177283.0,125
1593,madhya-pradesh,ewas ,2022,3,773666.0,549
1594,madhya-pradesh,heopur ,2022,3,85139.0,59
1595,madhya-pradesh,neemuch ,2022,3,309205.0,184
1596,madhya-pradesh,aisen ,2022,3,334124.0,265
1597,madhya-pradesh,mandsaur ,2022,3,390958.0,299
1598,madhya-pradesh,barwani ,2022,3,247854.0,184
1599,madhya-pradesh,katni ,2022,3,410756.0,330
1600,madhya-pradesh,ndori ,2022,3,150203.0,132
1601,madhya-pradesh,hivpuri ,2022,3,224706.0,168
1602,madhya-pradesh,gwalior ,2022,3,1706159.0,1415
1603,madhya-pradesh,anuppur ,2022,3,250516.0,136
1604,madhya-pradesh,agar malwa ,2022,3,168652.0,104
1605,madhya-pradesh,ashoknagar ,2022,3,94729.0,78
1606,madhya-pradesh,agar ,2022,3,600078.0,488
1607,madhya-pradesh,niwari ,2022,3,124135.0,65
1608,madhya-pradesh,ewa ,2022,3,753227.0,596
1609,madhya-pradesh,hajapur ,2022,3,185322.0,155
1610,madhya-pradesh,ujjain ,2022,3,922071.0,715
1611,madhya-pradesh,bhind ,2022,3,210734.0,161
1612,madhya-pradesh,kamgarh ,2022,3,138452.0,105
1613,madhya-pradesh,eoni ,2022,3,385270.0,281
1614,madhya-pradesh,harda ,2022,3,178978.0,147
1615,madhya-pradesh,burhanpur ,2022,3,140660.0,119
1616,madhya-pradesh,amoh ,2022,3,121580.0,147
1617,madhya-pradesh,bhopal ,2022,3,3738867.0,2666
1618,madhya-pradesh,jhabua ,2022,3,223202.0,209
1619,madhya-pradesh,har ,2022,3,783991.0,640
1620,madhya-pradesh,guna ,2022,3,273489.0,270
1621,madhya-pradesh,east nimar ,2022,3,256217.0,191
1622,madhya-pradesh,hhindwara ,2022,3,773408.0,555
1623,madhya-pradesh,umaria ,2022,3,93319.0,78
1624,madhya-pradesh,mandla ,2022,3,190625.0,195
1625,madhya-pradesh,ndore ,2022,3,5899749.0,4843
1626,madhya-pradesh,hahdol ,2022,3,304211.0,239
1627,madhya-pradesh,atlam ,2022,3,492984.0,413
1628,madhya-pradesh,panna ,2022,3,161502.0,112
1629,madhya-pradesh,hhatarpur ,2022,3,292087.0,245
1630,madhya-pradesh,morena ,2022,2,303280.0,177
1631,madhya-pradesh,alirajpur ,2022,2,81021.0,59
1632,madhya-pradesh,ehore ,2022,2,213600.0,188
1633,madhya-pradesh,ajgarh ,2022,2,264110.0,164
1634,madhya-pradesh,khargone ,2022,2,255459.0,219
1635,madhya-pradesh,atna ,2022,2,524950.0,388
1636,madhya-pradesh,narsinghpur ,2022,2,192017.0,126
1637,madhya-pradesh,jabalpur ,2022,2,1002513.0,676
1638,madhya-pradesh,hoshangabad ,2022,2,306538.0,242
1639,madhya-pradesh,vidisha ,2022,2,198594.0,138
1640,madhya-pradesh,balaghat ,2022,2,308085.0,208
1641,madhya-pradesh,ngrauli ,2022,2,662156.0,336
1642,madhya-pradesh,betul ,2022,2,378920.0,264
1643,madhya-pradesh,hi ,2022,2,277853.0,160
1644,madhya-pradesh,atia ,2022,2,89341.0,58
1645,madhya-pradesh,ewas ,2022,2,461324.0,352
1646,madhya-pradesh,heopur ,2022,2,33216.0,52
1647,madhya-pradesh,neemuch ,2022,2,194896.0,129
1648,madhya-pradesh,aisen ,2022,2,231386.0,185
1649,madhya-pradesh,mandsaur ,2022,2,240773.0,197
1650,madhya-pradesh,barwani ,2022,2,174201.0,129
1651,madhya-pradesh,katni ,2022,2,252497.0,167
1652,madhya-pradesh,ndori ,2022,2,91921.0,74
1653,madhya-pradesh,hivpuri ,2022,2,126849.0,97
1654,madhya-pradesh,gwalior ,2022,2,1206830.0,888
1655,madhya-pradesh,anuppur ,2022,2,138886.0,86
1656,madhya-pradesh,agar malwa ,2022,2,85100.0,62
1657,madhya-pradesh,ashoknagar ,2022,2,152302.0,59
1658,madhya-pradesh,agar ,2022,2,489137.0,307
1659,madhya-pradesh,niwari ,2022,2,87429.0,63
1660,madhya-pradesh,ewa ,2022,2,563082.0,389
1661,madhya-pradesh,hajapur ,2022,2,161237.0,141
1662,madhya-pradesh,ujjain ,2022,2,637321.0,501
1663,madhya-pradesh,bhind ,2022,2,239082.0,145
1664,madhya-pradesh,kamgarh ,2022,2,102692.0,73
1665,madhya-pradesh,eoni ,2022,2,314737.0,174
1666,madhya-pradesh,harda ,2022,2,139774.0,60
1667,madhya-pradesh,burhanpur ,2022,2,122862.0,72
1668,madhya-pradesh,amoh ,2022,2,77665.0,67
1669,madhya-pradesh,bhopal ,2022,2,2101745.0,1558
1670,madhya-pradesh,jhabua ,2022,2,123388.0,103
1671,madhya-pradesh,har ,2022,2,467154.0,430
1672,madhya-pradesh,guna ,2022,2,161751.0,173
1673,madhya-pradesh,east nimar ,2022,2,199610.0,165
1674,madhya-pradesh,hhindwara ,2022,2,537424.0,344
1675,madhya-pradesh,umaria ,2022,2,79549.0,53
1676,madhya-pradesh,mandla ,2022,2,174057.0,113
1677,madhya-pradesh,ndore ,2022,2,4107710.0,3158
1678,madhya-pradesh,hahdol ,2022,2,215269.0,165
1679,madhya-pradesh,atlam ,2022,2,293981.0,250
1680,madhya-pradesh,panna ,2022,2,110365.0,66
1681,madhya-pradesh,hhatarpur ,2022,2,203459.0,179
1682,madhya-pradesh,morena ,2020,4,41901.0,109
1683,madhya-pradesh,alirajpur ,2020,4,11177.0,27
1684,madhya-pradesh,ehore ,2020,4,76883.0,259
1685,madhya-pradesh,ajgarh ,2020,4,52132.0,183
1686,madhya-pradesh,khargone ,2020,4,77172.0,218
1687,madhya-pradesh,atna ,2020,4,149067.0,284
1688,madhya-pradesh,narsinghpur ,2020,4,57148.0,121
1689,madhya-pradesh,jabalpur ,2020,4,263094.0,455
1690,madhya-pradesh,hoshangabad ,2020,4,98473.0,230
1691,madhya-pradesh,vidisha ,2020,4,64757.0,141
1692,madhya-pradesh,balaghat ,2020,4,77280.0,211
1693,madhya-pradesh,ngrauli ,2020,4,116507.0,153
1694,madhya-pradesh,betul ,2020,4,96761.0,267
1695,madhya-pradesh,hi ,2020,4,52466.0,92
1696,madhya-pradesh,atia ,2020,4,25707.0,46
1697,madhya-pradesh,ewas ,2020,4,115156.0,282
1698,madhya-pradesh,heopur ,2020,4,9290.0,23
1699,madhya-pradesh,neemuch ,2020,4,39372.0,102
1700,madhya-pradesh,aisen ,2020,4,64055.0,178
1701,madhya-pradesh,mandsaur ,2020,4,51307.0,182
1702,madhya-pradesh,barwani ,2020,4,47429.0,113
1703,madhya-pradesh,katni ,2020,4,69056.0,113
1704,madhya-pradesh,ndori ,2020,4,30419.0,54
1705,madhya-pradesh,hivpuri ,2020,4,30625.0,103
1706,madhya-pradesh,gwalior ,2020,4,314023.0,477
1707,madhya-pradesh,anuppur ,2020,4,41608.0,69
1708,madhya-pradesh,agar malwa ,2020,4,21125.0,73
1709,madhya-pradesh,ashoknagar ,2020,4,17739.0,46
1710,madhya-pradesh,agar ,2020,4,99518.0,245
1711,madhya-pradesh,niwari ,2020,4,11912.0,21
1712,madhya-pradesh,ewa ,2020,4,106386.0,267
1713,madhya-pradesh,hajapur ,2020,4,50108.0,121
1714,madhya-pradesh,ujjain ,2020,4,170342.0,397
1715,madhya-pradesh,bhind ,2020,4,48433.0,107
1716,madhya-pradesh,kamgarh ,2020,4,23206.0,52
1717,madhya-pradesh,eoni ,2020,4,54596.0,116
1718,madhya-pradesh,harda ,2020,4,24418.0,77
1719,madhya-pradesh,burhanpur ,2020,4,25705.0,77
1720,madhya-pradesh,amoh ,2020,4,38456.0,97
1721,madhya-pradesh,bhopal ,2020,4,587203.0,1097
1722,madhya-pradesh,jhabua ,2020,4,41610.0,105
1723,madhya-pradesh,har ,2020,4,123734.0,359
1724,madhya-pradesh,guna ,2020,4,22972.0,97
1725,madhya-pradesh,east nimar ,2020,4,56794.0,159
1726,madhya-pradesh,hhindwara ,2020,4,115853.0,304
1727,madhya-pradesh,umaria ,2020,4,34446.0,45
1728,madhya-pradesh,mandla ,2020,4,39727.0,80
1729,madhya-pradesh,ndore ,2020,4,912031.0,1712
1730,madhya-pradesh,hahdol ,2020,4,71389.0,147
1731,madhya-pradesh,atlam ,2020,4,62186.0,197
1732,madhya-pradesh,panna ,2020,4,16853.0,59
1733,madhya-pradesh,hhatarpur ,2020,4,47517.0,104
1734,madhya-pradesh,morena ,2020,3,30342.0,155
1735,madhya-pradesh,alirajpur ,2020,3,7804.0,40
1736,madhya-pradesh,ehore ,2020,3,53074.0,254
1737,madhya-pradesh,ajgarh ,2020,3,36090.0,177
1738,madhya-pradesh,khargone ,2020,3,49369.0,223
1739,madhya-pradesh,atna ,2020,3,64817.0,287
1740,madhya-pradesh,narsinghpur ,2020,3,46817.0,173
1741,madhya-pradesh,jabalpur ,2020,3,232913.0,849
1742,madhya-pradesh,hoshangabad ,2020,3,61050.0,256
1743,madhya-pradesh,vidisha ,2020,3,42412.0,179
1744,madhya-pradesh,balaghat ,2020,3,55341.0,224
1745,madhya-pradesh,ngrauli ,2020,3,55315.0,221
1746,madhya-pradesh,betul ,2020,3,69680.0,316
1747,madhya-pradesh,hi ,2020,3,28868.0,131
1748,madhya-pradesh,atia ,2020,3,13613.0,62
1749,madhya-pradesh,ewas ,2020,3,173166.0,519
1750,madhya-pradesh,heopur ,2020,3,6301.0,31
1751,madhya-pradesh,neemuch ,2020,3,23213.0,110
1752,madhya-pradesh,aisen ,2020,3,47455.0,208
1753,madhya-pradesh,mandsaur ,2020,3,58951.0,215
1754,madhya-pradesh,barwani ,2020,3,29863.0,125
1755,madhya-pradesh,katni ,2020,3,48319.0,179
1756,madhya-pradesh,ndori ,2020,3,8452.0,46
1757,madhya-pradesh,hivpuri ,2020,3,22721.0,112
1758,madhya-pradesh,gwalior ,2020,3,197464.0,786
1759,madhya-pradesh,anuppur ,2020,3,17894.0,78
1760,madhya-pradesh,agar malwa ,2020,3,14452.0,82
1761,madhya-pradesh,ashoknagar ,2020,3,9239.0,52
1762,madhya-pradesh,agar ,2020,3,93543.0,362
1763,madhya-pradesh,niwari ,2020,3,6624.0,30
1764,madhya-pradesh,ewa ,2020,3,78774.0,319
1765,madhya-pradesh,hajapur ,2020,3,35638.0,178
1766,madhya-pradesh,ujjain ,2020,3,99084.0,435
1767,madhya-pradesh,bhind ,2020,3,28714.0,124
1768,madhya-pradesh,kamgarh ,2020,3,13975.0,67
1769,madhya-pradesh,eoni ,2020,3,45507.0,184
1770,madhya-pradesh,harda ,2020,3,35716.0,137
1771,madhya-pradesh,burhanpur ,2020,3,19966.0,84
1772,madhya-pradesh,amoh ,2020,3,32056.0,116
1773,madhya-pradesh,bhopal ,2020,3,396267.0,1645
1774,madhya-pradesh,jhabua ,2020,3,28252.0,112
1775,madhya-pradesh,har ,2020,3,102051.0,466
1776,madhya-pradesh,guna ,2020,3,33899.0,172
1777,madhya-pradesh,east nimar ,2020,3,39021.0,186
1778,madhya-pradesh,hhindwara ,2020,3,83081.0,329
1779,madhya-pradesh,umaria ,2020,3,13301.0,57
1780,madhya-pradesh,mandla ,2020,3,20736.0,103
1781,madhya-pradesh,ndore ,2020,3,650508.0,2651
1782,madhya-pradesh,hahdol ,2020,3,43751.0,165
1783,madhya-pradesh,atlam ,2020,3,57232.0,309
1784,madhya-pradesh,panna ,2020,3,9603.0,50
1785,madhya-pradesh,hhatarpur ,2020,3,23832.0,105
1786,madhya-pradesh,morena ,2020,2,11829.0,58
1787,madhya-pradesh,alirajpur ,2020,2,1734.0,5
1788,madhya-pradesh,ehore ,2020,2,17893.0,87
1789,madhya-pradesh,ajgarh ,2020,2,14681.0,69
1790,madhya-pradesh,khargone ,2020,2,26301.0,124
