,Top_ins_state,Top_ins_pincode,Top_ins_year,Top_ins_qtr,Top_ins_amount,Top_ins_count
0,arunachal-pradesh,791110,2021,4,84245.0,44
1,arunachal-pradesh,791111,2021,4,62422.0,31
2,arunachal-pradesh,791113,2021,4,42208.0,23
3,arunachal-pradesh,791001,2021,4,27105.0,17
4,arunachal-pradesh,792103,2021,4,24037.0,16
5,arunachal-pradesh,790001,2021,4,19900.0,14
6,arunachal-pradesh,791109,2021,4,15990.0,14
7,arunachal-pradesh,790104,2021,4,18120.0,13
8,arunachal-pradesh,792130,2021,4,30185.0,12
9,arunachal-pradesh,792110,2021,4,12440.0,11
10,arunachal-pradesh,791110,2021,1,32836.0,21
11,arunachal-pradesh,791111,2021,1,6658.0,18
12,arunachal-pradesh,791102,2021,1,8055.0,17
13,arunachal-pradesh,791113,2021,1,9549.0,16
14,arunachal-pradesh,792103,2021,1,1983.0,11
15,arunachal-pradesh,792001,2021,1,2577.0,9
16,arunachal-pradesh,790104,2021,1,8819.0,9
17,arunachal-pradesh,790116,2021,1,3646.0,7
18,arunachal-pradesh,791122,2021,1,4237.0,7
19,arunachal-pradesh,791001,2021,1,3690.0,7
20,arunachal-pradesh,791001,2021,3,57300.0,21
21,arunachal-pradesh,791102,2021,3,30911.0,20
22,arunachal-pradesh,791111,2021,3,62172.0,20
23,arunachal-pradesh,791110,2021,3,18773.0,16
24,arunachal-pradesh,792103,2021,3,35018.0,15
25,arunachal-pradesh,790116,2021,3,12529.0,13
26,arunachal-pradesh,792110,2021,3,11845.0,13
27,arunachal-pradesh,792129,2021,3,25474.0,10
28,arunachal-pradesh,792001,2021,3,12333.0,7
29,arunachal-pradesh,791120,2021,3,11875.0,6
30,arunachal-pradesh,791110,2021,2,14352.0,26
31,arunachal-pradesh,791001,2021,2,15346.0,20
32,arunachal-pradesh,791111,2021,2,39804.0,15
33,arunachal-pradesh,792103,2021,2,9960.0,14
34,arunachal-pradesh,792110,2021,2,8091.0,14
35,arunachal-pradesh,792001,2021,2,19837.0,12
36,arunachal-pradesh,791113,2021,2,4357.0,10
37,arunachal-pradesh,791120,2021,2,4236.0,10
38,arunachal-pradesh,791109,2021,2,9677.0,9
39,arunachal-pradesh,791112,2021,2,20976.0,8
40,arunachal-pradesh,791110,2023,4,279822.0,106
41,arunachal-pradesh,791111,2023,4,241478.0,87
42,arunachal-pradesh,791113,2023,4,164868.0,60
43,arunachal-pradesh,791001,2023,4,124355.0,50
44,arunachal-pradesh,792103,2023,4,108659.0,40
45,arunachal-pradesh,790104,2023,4,146680.0,36
46,arunachal-pradesh,792110,2023,4,81825.0,35
47,arunachal-pradesh,791102,2023,4,81558.0,29
48,arunachal-pradesh,792001,2023,4,60980.0,26
49,arunachal-pradesh,791123,2023,4,71486.0,24
50,arunachal-pradesh,791110,2023,1,172651.0,74
51,arunachal-pradesh,791111,2023,1,229802.0,56
52,arunachal-pradesh,791113,2023,1,107932.0,42
53,arunachal-pradesh,791102,2023,1,77754.0,39
54,arunachal-pradesh,790104,2023,1,151958.0,36
55,arunachal-pradesh,791001,2023,1,92735.0,31
56,arunachal-pradesh,790116,2023,1,46603.0,19
57,arunachal-pradesh,791109,2023,1,26106.0,17
58,arunachal-pradesh,792110,2023,1,32562.0,17
59,arunachal-pradesh,792121,2023,1,56453.0,17
60,arunachal-pradesh,791110,2023,3,197412.0,91
61,arunachal-pradesh,791111,2023,3,203612.0,76
62,arunachal-pradesh,791102,2023,3,106325.0,48
63,arunachal-pradesh,791113,2023,3,145263.0,45
64,arunachal-pradesh,792110,2023,3,140365.0,39
65,arunachal-pradesh,792103,2023,3,50413.0,33
66,arunachal-pradesh,791123,2023,3,62165.0,30
67,arunachal-pradesh,790104,2023,3,89165.0,28
68,arunachal-pradesh,792129,2023,3,82497.0,26
69,arunachal-pradesh,791109,2023,3,45255.0,26
70,arunachal-pradesh,791110,2023,2,280971.0,94
71,arunachal-pradesh,791111,2023,2,210621.0,61
72,arunachal-pradesh,791113,2023,2,172799.0,48
73,arunachal-pradesh,791102,2023,2,133976.0,43
74,arunachal-pradesh,792103,2023,2,79156.0,30
75,arunachal-pradesh,791001,2023,2,89674.0,30
76,arunachal-pradesh,791123,2023,2,41320.0,29
77,arunachal-pradesh,792110,2023,2,51944.0,29
78,arunachal-pradesh,790104,2023,2,101946.0,26
79,arunachal-pradesh,792001,2023,2,53846.0,25
80,arunachal-pradesh,791111,2022,4,169298.0,86
81,arunachal-pradesh,791110,2022,4,153335.0,80
82,arunachal-pradesh,791102,2022,4,52395.0,29
83,arunachal-pradesh,791001,2022,4,60464.0,28
84,arunachal-pradesh,791113,2022,4,98039.0,27
85,arunachal-pradesh,792001,2022,4,50628.0,25
86,arunachal-pradesh,792103,2022,4,54947.0,24
87,arunachal-pradesh,792110,2022,4,56348.0,23
88,arunachal-pradesh,790104,2022,4,65530.0,23
89,arunachal-pradesh,791112,2022,4,42213.0,22
90,arunachal-pradesh,791111,2022,1,124161.0,51
91,arunachal-pradesh,791110,2022,1,58358.0,34
92,arunachal-pradesh,791113,2022,1,95648.0,29
93,arunachal-pradesh,791102,2022,1,46778.0,21
94,arunachal-pradesh,790116,2022,1,42054.0,21
95,arunachal-pradesh,792129,2022,1,55170.0,14
96,arunachal-pradesh,792001,2022,1,22997.0,13
97,arunachal-pradesh,791109,2022,1,12811.0,12
98,arunachal-pradesh,792056,2022,1,13617.0,10
99,arunachal-pradesh,792110,2022,1,17012.0,10
100,arunachal-pradesh,791111,2022,3,283474.0,98
101,arunachal-pradesh,791110,2022,3,151232.0,67
102,arunachal-pradesh,791102,2022,3,53678.0,32
103,arunachal-pradesh,791109,2022,3,36024.0,29
104,arunachal-pradesh,791113,2022,3,56908.0,25
105,arunachal-pradesh,790104,2022,3,97783.0,19
106,arunachal-pradesh,791001,2022,3,88301.0,18
107,arunachal-pradesh,791123,2022,3,38512.0,17
108,arunachal-pradesh,792110,2022,3,26960.0,17
109,arunachal-pradesh,790102,2022,3,25996.0,15
110,arunachal-pradesh,791110,2022,2,272742.0,97
111,arunachal-pradesh,791111,2022,2,210496.0,95
112,arunachal-pradesh,791113,2022,2,126741.0,59
113,arunachal-pradesh,791109,2022,2,77784.0,30
114,arunachal-pradesh,791102,2022,2,94817.0,25
115,arunachal-pradesh,791001,2022,2,54485.0,24
116,arunachal-pradesh,790104,2022,2,55603.0,22
117,arunachal-pradesh,792001,2022,2,45749.0,17
118,arunachal-pradesh,791123,2022,2,22207.0,15
119,arunachal-pradesh,791112,2022,2,42189.0,14
120,arunachal-pradesh,791113,2020,4,5383.0,18
121,arunachal-pradesh,791110,2020,4,7819.0,13
122,arunachal-pradesh,791111,2020,4,4999.0,10
123,arunachal-pradesh,792110,2020,4,1981.0,9
124,arunachal-pradesh,791102,2020,4,5359.0,8
125,arunachal-pradesh,790003,2020,4,10016.0,6
126,arunachal-pradesh,790001,2020,4,4355.0,5
127,arunachal-pradesh,790105,2020,4,5434.0,4
128,arunachal-pradesh,790104,2020,4,2973.0,4
129,arunachal-pradesh,791109,2020,4,888.0,4
130,arunachal-pradesh,791110,2020,3,4213.0,21
131,arunachal-pradesh,791102,2020,3,9111.0,19
132,arunachal-pradesh,791111,2020,3,5506.0,17
133,arunachal-pradesh,791112,2020,3,2281.0,10
134,arunachal-pradesh,791001,2020,3,2236.0,6
135,arunachal-pradesh,791123,2020,3,1540.0,6
136,arunachal-pradesh,791113,2020,3,2236.0,6
137,arunachal-pradesh,790116,2020,3,1512.0,6
138,arunachal-pradesh,792001,2020,3,796.0,5
139,arunachal-pradesh,792110,2020,3,843.0,4
140,arunachal-pradesh,791113,2020,2,3445.0,21
141,arunachal-pradesh,791110,2020,2,1304.0,6
142,arunachal-pradesh,791001,2020,2,1124.0,5
143,arunachal-pradesh,792056,2020,2,1064.0,5
144,arunachal-pradesh,792130,2020,2,744.0,4
145,arunachal-pradesh,791109,2020,2,811.0,3
146,arunachal-pradesh,792120,2020,2,739.0,3
147,arunachal-pradesh,790104,2020,2,827.0,3
148,arunachal-pradesh,791111,2020,2,744.0,3
149,arunachal-pradesh,792103,2020,2,939.0,2
150,arunachal-pradesh,791110,2024,1,258768.0,126
151,arunachal-pradesh,791111,2024,1,296463.0,105
152,arunachal-pradesh,791113,2024,1,149366.0,83
153,arunachal-pradesh,791102,2024,1,171426.0,76
154,arunachal-pradesh,791001,2024,1,128932.0,52
155,arunachal-pradesh,792110,2024,1,123833.0,48
156,arunachal-pradesh,792001,2024,1,92713.0,43
157,arunachal-pradesh,791109,2024,1,66049.0,42
158,arunachal-pradesh,792103,2024,1,80498.0,40
159,arunachal-pradesh,790104,2024,1,81575.0,40
160,gujarat,394210,2021,4,399641.0,374
161,gujarat,396191,2021,4,403351.0,368
162,gujarat,395010,2021,4,374092.0,326
163,gujarat,395006,2021,4,308398.0,260
164,gujarat,380008,2021,4,181475.0,203
165,gujarat,382345,2021,4,220890.0,200
166,gujarat,382350,2021,4,258982.0,196
167,gujarat,382330,2021,4,254861.0,189
168,gujarat,382415,2021,4,181874.0,187
169,gujarat,382481,2021,4,208446.0,179
170,gujarat,395010,2021,1,133115.0,242
171,gujarat,395006,2021,1,114498.0,240
172,gujarat,394210,2021,1,117945.0,191
173,gujarat,396191,2021,1,78361.0,170
174,gujarat,393001,2021,1,88942.0,166
175,gujarat,395003,2021,1,85087.0,149
176,gujarat,382345,2021,1,116229.0,143
177,gujarat,395002,2021,1,81620.0,139
178,gujarat,394230,2021,1,90744.0,137
179,gujarat,382350,2021,1,56925.0,136
180,gujarat,395010,2021,3,263796.0,383
181,gujarat,394210,2021,3,214199.0,316
182,gujarat,395006,2021,3,131234.0,302
183,gujarat,395003,2021,3,127836.0,234
184,gujarat,382350,2021,3,121111.0,186
185,gujarat,394221,2021,3,128167.0,179
186,gujarat,382415,2021,3,132989.0,176
187,gujarat,395002,2021,3,146101.0,173
188,gujarat,396191,2021,3,170283.0,171
189,gujarat,395009,2021,3,147974.0,156
190,gujarat,395006,2021,2,114635.0,294
191,gujarat,394210,2021,2,154102.0,283
192,gujarat,395010,2021,2,171425.0,266
193,gujarat,396191,2021,2,123514.0,208
194,gujarat,382350,2021,2,79080.0,169
195,gujarat,392130,2021,2,82823.0,155
196,gujarat,395012,2021,2,69297.0,149
197,gujarat,382415,2021,2,70366.0,145
198,gujarat,393001,2021,2,95953.0,142
199,gujarat,385001,2021,2,62872.0,134
200,gujarat,394210,2023,4,966984.0,816
201,gujarat,395010,2023,4,1044876.0,782
202,gujarat,396191,2023,4,1034784.0,710
203,gujarat,395006,2023,4,960206.0,638
204,gujarat,382481,2023,4,749838.0,491
205,gujarat,382415,2023,4,740155.0,478
206,gujarat,382350,2023,4,756630.0,455
207,gujarat,395007,2023,4,672598.0,440
208,gujarat,395003,2023,4,536867.0,426
209,gujarat,382330,2023,4,765464.0,425
210,gujarat,394210,2023,1,1073416.0,1001
211,gujarat,395010,2023,1,857535.0,818
212,gujarat,395006,2023,1,670206.0,618
213,gujarat,395007,2023,1,608545.0,511
214,gujarat,395003,2023,1,516547.0,493
215,gujarat,394221,2023,1,463064.0,473
216,gujarat,395002,2023,1,449111.0,452
217,gujarat,396191,2023,1,616275.0,447
218,gujarat,394230,2023,1,409772.0,410
219,gujarat,382345,2023,1,575965.0,384
220,gujarat,395006,2023,3,1257464.0,1451
221,gujarat,395010,2023,3,1163669.0,1354
222,gujarat,394210,2023,3,1192187.0,1247
223,gujarat,395003,2023,3,797374.0,886
224,gujarat,395004,2023,3,770323.0,752
225,gujarat,395002,2023,3,598001.0,691
226,gujarat,382350,2023,3,804798.0,687
227,gujarat,382415,2023,3,792375.0,674
228,gujarat,395007,2023,3,762069.0,668
229,gujarat,396191,2023,3,809380.0,635
230,gujarat,395010,2023,2,714994.0,685
231,gujarat,394210,2023,2,653790.0,649
232,gujarat,395006,2023,2,564875.0,590
233,gujarat,396191,2023,2,662391.0,511
234,gujarat,382350,2023,2,532958.0,440
235,gujarat,382415,2023,2,558684.0,437
236,gujarat,395003,2023,2,466395.0,435
237,gujarat,382481,2023,2,588420.0,431
238,gujarat,382330,2023,2,596709.0,429
239,gujarat,395007,2023,2,520101.0,399
240,gujarat,394210,2022,4,769818.0,773
241,gujarat,395010,2022,4,732250.0,681
242,gujarat,396191,2022,4,842130.0,597
243,gujarat,395006,2022,4,690879.0,566
244,gujarat,382415,2022,4,535626.0,477
245,gujarat,395003,2022,4,437321.0,432
246,gujarat,382350,2022,4,632516.0,420
247,gujarat,382481,2022,4,628046.0,412
248,gujarat,382330,2022,4,538358.0,391
249,gujarat,380058,2022,4,503890.0,387
250,gujarat,394210,2022,1,603510.0,582
251,gujarat,395010,2022,1,442586.0,453
252,gujarat,396191,2022,1,394832.0,322
253,gujarat,382350,2022,1,429910.0,316
254,gujarat,395006,2022,1,381085.0,316
255,gujarat,382415,2022,1,400080.0,293
256,gujarat,395003,2022,1,307876.0,271
257,gujarat,380001,2022,1,245454.0,271
258,gujarat,382330,2022,1,363970.0,262
259,gujarat,380013,2022,1,323052.0,250
260,gujarat,395010,2022,3,684259.0,807
261,gujarat,394210,2022,3,709066.0,730
262,gujarat,395006,2022,3,601557.0,687
263,gujarat,382415,2022,3,558917.0,480
264,gujarat,395003,2022,3,440524.0,477
265,gujarat,395007,2022,3,499763.0,453
266,gujarat,396191,2022,3,508247.0,430
267,gujarat,382350,2022,3,459141.0,427
268,gujarat,395002,2022,3,363643.0,408
269,gujarat,382481,2022,3,410861.0,349
270,gujarat,394210,2022,2,652988.0,676
271,gujarat,395010,2022,2,488709.0,544
272,gujarat,395006,2022,2,432554.0,497
273,gujarat,395003,2022,2,390059.0,395
274,gujarat,382415,2022,2,407746.0,369
275,gujarat,396191,2022,2,478286.0,359
276,gujarat,395002,2022,2,340006.0,352
277,gujarat,395007,2022,2,398670.0,350
278,gujarat,382350,2022,2,320718.0,315
279,gujarat,394221,2022,2,249427.0,290
280,gujarat,395006,2020,4,149132.0,195
281,gujarat,395010,2020,4,81134.0,180
282,gujarat,394210,2020,4,105200.0,153
283,gujarat,382481,2020,4,81596.0,127
284,gujarat,395012,2020,4,64512.0,115
285,gujarat,396191,2020,4,80206.0,113
286,gujarat,395004,2020,4,60391.0,102
287,gujarat,393002,2020,4,71521.0,100
288,gujarat,382350,2020,4,61871.0,99
289,gujarat,389350,2020,4,52075.0,97
290,gujarat,395006,2020,3,58537.0,266
291,gujarat,395010,2020,3,61647.0,190
292,gujarat,394210,2020,3,36716.0,183
293,gujarat,389350,2020,3,48132.0,166
294,gujarat,396191,2020,3,37335.0,151
295,gujarat,384265,2020,3,32273.0,150
296,gujarat,395004,2020,3,30135.0,140
297,gujarat,382481,2020,3,34445.0,134
298,gujarat,370511,2020,3,31913.0,124
299,gujarat,380015,2020,3,30494.0,121
300,gujarat,360311,2020,2,24744.0,177
301,gujarat,382481,2020,2,27390.0,165
302,gujarat,395006,2020,2,21058.0,129
303,gujarat,380013,2020,2,21249.0,128
304,gujarat,380015,2020,2,19308.0,120
305,gujarat,394510,2020,2,17771.0,113
306,gujarat,382350,2020,2,19513.0,112
307,gujarat,395010,2020,2,16507.0,102
308,gujarat,382345,2020,2,17013.0,101
309,gujarat,395009,2020,2,15175.0,94
310,gujarat,394210,2024,1,948851.0,948
311,gujarat,395010,2024,1,920109.0,858
312,gujarat,395006,2024,1,741317.0,678
313,gujarat,396191,2024,1,900153.0,668
314,gujarat,395003,2024,1,561440.0,556
315,gujarat,394230,2024,1,453830.0,502
316,gujarat,395007,2024,1,634417.0,491
317,gujarat,395002,2024,1,499075.0,488
318,gujarat,394221,2024,1,418678.0,467
319,gujarat,382415,2024,1,599601.0,464
320,himachal-pradesh,173205,2021,4,214385.0,222
321,himachal-pradesh,174101,2021,4,148548.0,112
322,himachal-pradesh,173025,2021,4,131035.0,73
323,himachal-pradesh,173212,2021,4,61373.0,41
324,himachal-pradesh,177203,2021,4,26688.0,39
325,himachal-pradesh,177001,2021,4,59995.0,36
326,himachal-pradesh,176061,2021,4,54939.0,36
327,himachal-pradesh,176001,2021,4,56416.0,34
328,himachal-pradesh,173030,2021,4,43760.0,34
329,himachal-pradesh,173001,2021,4,55686.0,30
330,himachal-pradesh,173205,2021,1,52084.0,127
331,himachal-pradesh,174101,2021,1,18385.0,44
332,himachal-pradesh,173025,2021,1,23680.0,30
333,himachal-pradesh,176061,2021,1,14967.0,29
334,himachal-pradesh,171001,2021,1,30386.0,20
335,himachal-pradesh,173030,2021,1,10086.0,19
336,himachal-pradesh,177001,2021,1,26067.0,19
337,himachal-pradesh,175131,2021,1,10538.0,17
338,himachal-pradesh,174001,2021,1,14355.0,16
339,himachal-pradesh,173212,2021,1,20803.0,15
340,himachal-pradesh,173205,2021,3,139002.0,163
341,himachal-pradesh,175131,2021,3,70902.0,122
342,himachal-pradesh,174101,2021,3,97685.0,96
343,himachal-pradesh,173025,2021,3,56478.0,59
344,himachal-pradesh,176310,2021,3,43073.0,37
345,himachal-pradesh,174001,2021,3,21021.0,30
346,himachal-pradesh,176061,2021,3,48970.0,27
347,himachal-pradesh,173212,2021,3,21954.0,26
348,himachal-pradesh,174103,2021,3,35232.0,25
349,himachal-pradesh,177001,2021,3,36334.0,25
350,himachal-pradesh,173205,2021,2,81179.0,118
351,himachal-pradesh,174101,2021,2,40364.0,56
352,himachal-pradesh,173025,2021,2,39196.0,33
353,himachal-pradesh,173030,2021,2,17002.0,22
354,himachal-pradesh,176061,2021,2,17775.0,21
355,himachal-pradesh,173001,2021,2,23973.0,20
356,himachal-pradesh,176310,2021,2,15374.0,16
357,himachal-pradesh,173212,2021,2,14258.0,16
358,himachal-pradesh,177001,2021,2,15476.0,13
359,himachal-pradesh,174001,2021,2,5913.0,13
360,himachal-pradesh,173205,2023,4,842873.0,495
361,himachal-pradesh,174101,2023,4,369205.0,199
362,himachal-pradesh,173025,2023,4,294929.0,192
363,himachal-pradesh,176061,2023,4,195179.0,94
364,himachal-pradesh,176052,2023,4,162869.0,90
365,himachal-pradesh,176001,2023,4,198405.0,89
366,himachal-pradesh,174303,2023,4,204247.0,89
367,himachal-pradesh,173001,2023,4,251136.0,83
368,himachal-pradesh,177001,2023,4,167632.0,79
369,himachal-pradesh,176310,2023,4,108324.0,75
370,himachal-pradesh,173205,2023,1,424721.0,325
371,himachal-pradesh,174101,2023,1,277596.0,169
372,himachal-pradesh,173025,2023,1,240310.0,158
373,himachal-pradesh,177001,2023,1,140517.0,72
374,himachal-pradesh,176310,2023,1,94405.0,67
375,himachal-pradesh,176061,2023,1,102293.0,62
376,himachal-pradesh,176052,2023,1,72699.0,58
377,himachal-pradesh,176001,2023,1,115725.0,57
378,himachal-pradesh,175131,2023,1,81046.0,54
379,himachal-pradesh,171003,2023,1,110266.0,54
380,himachal-pradesh,173205,2023,3,392065.0,349
381,himachal-pradesh,174101,2023,3,327318.0,190
382,himachal-pradesh,173025,2023,3,244495.0,144
383,himachal-pradesh,173030,2023,3,115095.0,70
384,himachal-pradesh,174303,2023,3,122841.0,65
385,himachal-pradesh,176001,2023,3,126355.0,60
386,himachal-pradesh,176061,2023,3,108064.0,59
387,himachal-pradesh,177001,2023,3,94465.0,59
388,himachal-pradesh,173001,2023,3,86597.0,55
389,himachal-pradesh,173212,2023,3,139527.0,55
390,himachal-pradesh,173205,2023,2,467736.0,389
391,himachal-pradesh,174101,2023,2,311213.0,195
392,himachal-pradesh,173025,2023,2,201405.0,124
393,himachal-pradesh,176061,2023,2,143366.0,98
394,himachal-pradesh,175131,2023,2,183015.0,81
395,himachal-pradesh,177001,2023,2,114995.0,76
396,himachal-pradesh,176001,2023,2,89110.0,58
397,himachal-pradesh,176310,2023,2,90289.0,57
398,himachal-pradesh,174303,2023,2,112588.0,56
399,himachal-pradesh,173220,2023,2,129033.0,56
400,himachal-pradesh,173205,2022,4,632101.0,455
401,himachal-pradesh,173025,2022,4,285596.0,199
402,himachal-pradesh,174101,2022,4,274009.0,171
403,himachal-pradesh,174303,2022,4,139142.0,74
404,himachal-pradesh,175131,2022,4,108668.0,69
405,himachal-pradesh,173220,2022,4,128773.0,67
406,himachal-pradesh,173212,2022,4,117038.0,67
407,himachal-pradesh,176001,2022,4,113046.0,65
408,himachal-pradesh,176061,2022,4,146613.0,65
409,himachal-pradesh,173001,2022,4,101537.0,61
410,himachal-pradesh,173205,2022,1,291025.0,237
411,himachal-pradesh,173025,2022,1,187513.0,105
412,himachal-pradesh,174101,2022,1,177982.0,101
413,himachal-pradesh,177001,2022,1,76570.0,49
414,himachal-pradesh,176001,2022,1,75074.0,42
415,himachal-pradesh,176310,2022,1,70958.0,41
416,himachal-pradesh,173001,2022,1,91955.0,41
417,himachal-pradesh,173030,2022,1,60819.0,40
418,himachal-pradesh,176081,2022,1,42538.0,36
419,himachal-pradesh,176061,2022,1,80375.0,36
420,himachal-pradesh,173205,2022,3,404794.0,371
421,himachal-pradesh,173025,2022,3,216148.0,147
422,himachal-pradesh,174101,2022,3,228621.0,135
423,himachal-pradesh,173212,2022,3,102411.0,58
424,himachal-pradesh,176052,2022,3,51813.0,56
425,himachal-pradesh,176061,2022,3,77694.0,55
426,himachal-pradesh,173001,2022,3,90504.0,54
427,himachal-pradesh,176001,2022,3,85828.0,54
428,himachal-pradesh,177001,2022,3,77465.0,49
429,himachal-pradesh,173220,2022,3,57904.0,48
430,himachal-pradesh,173205,2022,2,305655.0,230
431,himachal-pradesh,174101,2022,2,217224.0,137
432,himachal-pradesh,173025,2022,2,120748.0,93
433,himachal-pradesh,176061,2022,2,89644.0,58
434,himachal-pradesh,176052,2022,2,70622.0,54
435,himachal-pradesh,175131,2022,2,92229.0,50
436,himachal-pradesh,174303,2022,2,100739.0,40
437,himachal-pradesh,177001,2022,2,62784.0,35
438,himachal-pradesh,176001,2022,2,62814.0,35
439,himachal-pradesh,173212,2022,2,47871.0,33
440,himachal-pradesh,173205,2020,4,40346.0,79
441,himachal-pradesh,174101,2020,4,22180.0,40
442,himachal-pradesh,173025,2020,4,10577.0,18
443,himachal-pradesh,176061,2020,4,23719.0,17
444,himachal-pradesh,173030,2020,4,11197.0,14
445,himachal-pradesh,171010,2020,4,4613.0,9
446,himachal-pradesh,171001,2020,4,11100.0,8
447,himachal-pradesh,174103,2020,4,6154.0,8
448,himachal-pradesh,174303,2020,4,4018.0,7
449,himachal-pradesh,172001,2020,4,11771.0,7
450,himachal-pradesh,173205,2020,3,13283.0,55
451,himachal-pradesh,174101,2020,3,8918.0,21
452,himachal-pradesh,173025,2020,3,5860.0,17
453,himachal-pradesh,173212,2020,3,2869.0,13
454,himachal-pradesh,173220,2020,3,3461.0,12
455,himachal-pradesh,171001,2020,3,2471.0,11
456,himachal-pradesh,175001,2020,3,3853.0,10
457,himachal-pradesh,175140,2020,3,1719.0,9
458,himachal-pradesh,176061,2020,3,2587.0,9
459,himachal-pradesh,171202,2020,3,4065.0,8
460,himachal-pradesh,175141,2020,2,7664.0,63
461,himachal-pradesh,173205,2020,2,10096.0,53
462,himachal-pradesh,175001,2020,2,5929.0,34
463,himachal-pradesh,171216,2020,2,3492.0,22
464,himachal-pradesh,174101,2020,2,3927.0,16
465,himachal-pradesh,173213,2020,2,1386.0,9
466,himachal-pradesh,173025,2020,2,1512.0,8
467,himachal-pradesh,171219,2020,2,1416.0,8
468,himachal-pradesh,176047,2020,2,1674.0,7
469,himachal-pradesh,177040,2020,2,1217.0,6
470,himachal-pradesh,173205,2024,1,648229.0,475
471,himachal-pradesh,174101,2024,1,405555.0,241
472,himachal-pradesh,173025,2024,1,404598.0,234
473,himachal-pradesh,176061,2024,1,211009.0,114
474,himachal-pradesh,176001,2024,1,153019.0,90
475,himachal-pradesh,176310,2024,1,119192.0,85
476,himachal-pradesh,173212,2024,1,150527.0,72
477,himachal-pradesh,173030,2024,1,97387.0,72
478,himachal-pradesh,175131,2024,1,143700.0,72
479,himachal-pradesh,174303,2024,1,155628.0,71
480,madhya-pradesh,452010,2021,4,363032.0,385
481,madhya-pradesh,452001,2021,4,327898.0,320
482,madhya-pradesh,452016,2021,4,352688.0,237
483,madhya-pradesh,452003,2021,4,233481.0,233
484,madhya-pradesh,452009,2021,4,260882.0,224
485,madhya-pradesh,455001,2021,4,240931.0,199
486,madhya-pradesh,482002,2021,4,226586.0,194
487,madhya-pradesh,485001,2021,4,186619.0,172
488,madhya-pradesh,482001,2021,4,175088.0,164
489,madhya-pradesh,452007,2021,4,163807.0,163
490,madhya-pradesh,452010,2021,1,123349.0,292
491,madhya-pradesh,452001,2021,1,116624.0,251
492,madhya-pradesh,455001,2021,1,80840.0,250
493,madhya-pradesh,482002,2021,1,70792.0,183
494,madhya-pradesh,452003,2021,1,84903.0,182
495,madhya-pradesh,457001,2021,1,51993.0,168
496,madhya-pradesh,485001,2021,1,77755.0,164
497,madhya-pradesh,452020,2021,1,41423.0,163
498,madhya-pradesh,452009,2021,1,59102.0,153
499,madhya-pradesh,482001,2021,1,85792.0,149
500,madhya-pradesh,452010,2021,3,158149.0,262
501,madhya-pradesh,455001,2021,3,147100.0,205
502,madhya-pradesh,452001,2021,3,94445.0,201
503,madhya-pradesh,452003,2021,3,107552.0,183
504,madhya-pradesh,457001,2021,3,75346.0,165
505,madhya-pradesh,452016,2021,3,158420.0,159
506,madhya-pradesh,452020,2021,3,102349.0,153
507,madhya-pradesh,452009,2021,3,93228.0,137
508,madhya-pradesh,480001,2021,3,137028.0,128
509,madhya-pradesh,456010,2021,3,74050.0,121
510,madhya-pradesh,452010,2021,2,217261.0,318
511,madhya-pradesh,455001,2021,2,152028.0,293
512,madhya-pradesh,452003,2021,2,186530.0,212
513,madhya-pradesh,457001,2021,2,156427.0,182
514,madhya-pradesh,452001,2021,2,100541.0,179
515,madhya-pradesh,482002,2021,2,78906.0,177
516,madhya-pradesh,460001,2021,2,115822.0,166
517,madhya-pradesh,485001,2021,2,142098.0,166
518,madhya-pradesh,452016,2021,2,123056.0,166
519,madhya-pradesh,480001,2021,2,80186.0,163
520,madhya-pradesh,452010,2023,4,1854529.0,1090
521,madhya-pradesh,452016,2023,4,1486383.0,776
522,madhya-pradesh,452001,2023,4,1173331.0,770
523,madhya-pradesh,482002,2023,4,1085058.0,634
524,madhya-pradesh,452009,2023,4,1036598.0,634
525,madhya-pradesh,455001,2023,4,1147117.0,607
526,madhya-pradesh,452003,2023,4,772432.0,579
527,madhya-pradesh,482001,2023,4,890762.0,484
528,madhya-pradesh,456010,2023,4,822271.0,471
529,madhya-pradesh,452020,2023,4,732877.0,442
530,madhya-pradesh,452010,2023,1,1016687.0,732
531,madhya-pradesh,452001,2023,1,839884.0,615
532,madhya-pradesh,452016,2023,1,860895.0,503
533,madhya-pradesh,452009,2023,1,671041.0,482
534,madhya-pradesh,482002,2023,1,748730.0,408
535,madhya-pradesh,452003,2023,1,526661.0,404
536,madhya-pradesh,455001,2023,1,559856.0,367
537,madhya-pradesh,452007,2023,1,499025.0,360
538,madhya-pradesh,474001,2023,1,495162.0,345
539,madhya-pradesh,482001,2023,1,579801.0,324
540,madhya-pradesh,452010,2023,3,1113092.0,841
541,madhya-pradesh,452001,2023,3,803408.0,545
542,madhya-pradesh,452016,2023,3,910816.0,518
543,madhya-pradesh,482002,2023,3,686659.0,465
544,madhya-pradesh,452009,2023,3,558559.0,416
545,madhya-pradesh,455001,2023,3,740804.0,409
546,madhya-pradesh,482001,2023,3,788853.0,398
547,madhya-pradesh,452020,2023,3,609499.0,366
548,madhya-pradesh,452003,2023,3,495223.0,339
549,madhya-pradesh,474005,2023,3,485795.0,337
550,madhya-pradesh,452010,2023,2,989870.0,746
551,madhya-pradesh,452001,2023,2,823877.0,621
552,madhya-pradesh,452009,2023,2,879657.0,527
553,madhya-pradesh,452016,2023,2,992174.0,505
